Country,Name,Club,Position,Games,Goals
Tajikistan,Troy Hester,Khatlon,goalkeeper,74,-10
Somalia,Joseph Perez,Midnimo,defender,60,32
Bahamas,Angela Moore,Cavalier FC,defender,56,70
Nigeria,Rebecca Romero,Kano Pillars,goalkeeper,75,-17
Austria,Maureen Fitzpatrick,Wolfsberger,forward,76,53
Chad,Mitchell Franco,Foullah Edifice,goalkeeper,48,-71
Sierra Leone,Lauren Rodriguez,Old Edwardians,defender,55,75
Honduras,Kristina Sherman,Motagua,midfielder,73,34
Denmark,Dillon Gutierrez,Midtjylland,midfielder,48,47
Ecuador,James Dominguez,Independiente del Valle,midfielder,49,72
Kazakhstan,Kevin Mills,Shakhter Karagandy,midfielder,44,34
Estonia,Linda Noble,Paide Linnameeskond,midfielder,53,1
Ecuador,Thomas Gilmore,Universidad Catolica,forward,69,67
Latvia,Melissa Nelson,Valmiera,midfielder,49,38
North Macedonia,Jenna York,Shkendija,defender,55,68
Comoros,Michelle Walton,Steal Nouvel,defender,56,4
Tajikistan,Jennifer Davis,Khujand,defender,61,79
Botswana,Ronald Doyle,Township Rollers,goalkeeper,51,-61
Tonga,Jessica Anderson,Ha'apai,forward,69,45
Saint Kitts and Nevis,Benjamin Simpson,Conaree FC,defender,50,62
Mozambique,Julia Chavez,Ferroviario Maputo,midfielder,48,105
Rwanda,Katherine Davis,Mukura,defender,44,87
Laos,Emily Owens,Savannakhet,goalkeeper,56,-60
Albania,Cheryl Davis,Teuta Durres,goalkeeper,70,-86
Indonesia,Angela Crane,Persebaya Surabaya,goalkeeper,53,-74
Afghanistan,Anthony Gonzalez,Spin Ghar,midfielder,61,103
Andorra,Paige Gutierrez,Atletic Escaldes,defender,72,68
Bulgaria,Kathy Wade,Botev Plovdiv,goalkeeper,46,-31
Mexico,Katie Murphy,Monterrey,midfielder,67,34
Niger,Olivia Wilkerson,ASFAN,goalkeeper,61,-47
United Arab Emirates,Patricia Patrick,Al Wasl,defender,60,44
San Marino,Gordon Meyers,Tre Fiori,midfielder,76,32
Turkmenistan,Jim Rollins,Nebitchi,defender,64,41
Japan,Seth Walker,Nagoya Grampus,defender,56,22
Rwanda,James Williams,Bugesera,midfielder,67,13
Niger,Nicholas Welch,ASFAN,defender,65,34
Jamaica,Jennifer Barron,Arnett Gardens,midfielder,66,62
Afghanistan,Christopher Jones,Maiwand FC,forward,61,46
Afghanistan,Vincent Gray,Ariana FC,midfielder,57,24
Micronesia,Joseph Jackson,Ulithi,midfielder,62,71
Russia,Adrian Cain,Krasnodar,defender,55,50
Paraguay,Shelby Jones,Olimpia,goalkeeper,62,-70
Barbados,Katrina Brock,Ellerton FC,goalkeeper,52,-45
Laos,Jason Schmidt,Young Elephants,goalkeeper,54,-13
Algeria,Sarah Johnson,JS Kabylie,midfielder,74,48
Mongolia,Jerry Harris,Deren,midfielder,58,39
Slovakia,Jessica Todd,Trencin,forward,60,53
Kyrgyzstan,Cheryl Anderson,Ilbirs Bishkek,forward,48,24
Djibouti,Steven Aguirre,CF Garde Republicaine,defender,46,93
Costa Rica,David Buchanan,Herediano,midfielder,60,83
Liberia,Dr. Julia Holland,Mighty Blue Angels,goalkeeper,40,-58
Morocco,William Hodges,Raja Casablanca,midfielder,47,54
Cameroon,Monica Davis,Bamboutos,forward,60,30
Saudi Arabia,Nicole Montoya,Al Ittihad,midfielder,58,23
Liechtenstein,Herbert Wright,Triesenberg,forward,50,66
Venezuela,Desiree Matthews,Caracas,forward,56,71
Cambodia,Jose Matthews,Kirivong Sok Sen Chey,midfielder,56,35
El Salvador,Laura Mathis,Chalatenango,forward,71,14
Yemen,Brandon Wilson,Al Saqr,goalkeeper,70,-88
Cameroon,Paul Payne,Canon Yaounde,defender,60,44
Mauritius,Christopher Thompson,La Cure,goalkeeper,56,-52
France,Brendan Perez,Lyon,goalkeeper,67,-51
Malawi,Steven Nelson,Nyasa Big Bullets,goalkeeper,83,-52
Georgia,Jennifer Mercer,Saburtalo,goalkeeper,51,-64
San Marino,Emily Luna,Folgoro,goalkeeper,73,-57
Montenegro,Dennis Horton,Rudar,midfielder,41,2
Chile,Karen Holt,Cobresal,goalkeeper,58,-38
Nauru,Tiffany Franklin,Anetan,goalkeeper,72,-1
Guinea-Bissau,Mr. David Williams,Bula FC,goalkeeper,56,-78
Saudi Arabia,Chelsey Rhodes,Al Fateh,forward,62,70
Italy,Julie Ray,Napoli,midfielder,64,5
Grenada,Deborah Young,Chantimelle FC,goalkeeper,62,-98
Cape Verde,Martha Vaughn,Sporting Praia,goalkeeper,52,-14
Brazil,Nicole Arroyo,Flamengo,midfielder,51,57
Congo,Morgan Stevens,Inter Club,forward,62,63
Namibia,Randy Ferguson,Young African,midfielder,45,51
Ukraine,Donna Graham,Zorya Luhansk,defender,60,54
Cambodia,Melissa Gutierrez,Nagaworld,goalkeeper,70,-29
Venezuela,Mark Kelly,Monagas,midfielder,72,38
Sudan,Beth Rogers,Al Merreikh,midfielder,55,25
Equatorial Guinea,Jessica Ramirez,Atletico Semu,defender,60,33
Mongolia,Miranda Campbell,Ulaanbaatar,defender,38,59
Zimbabwe,Wesley Mendoza,CAPS United,midfielder,67,66
Bosnia and Herzegovina,Maria Collins,Radnik Bijeljina,midfielder,48,44
Lesotho,Paul Clay,LMPS,defender,73,47
New Zealand,Jerry Barry,Hawke's Bay United,goalkeeper,88,-64
China,Peter Patrick,Shanghai Shenhua,midfielder,65,64
Yemen,Donald Lewis,Al Tadamon,defender,49,82
Niger,Kimberly Kirby,USGN,defender,56,47
Saint Vincent and the Grenadines,Connie Garrison,Jebelle,forward,72,54
Mauritania,Ashley Wilkinson,Nouakchott Kings,midfielder,66,96
Peru,James Campbell,Cienciano,midfielder,53,31
Samoa,Matthew Morgan,Togafuafua,defender,38,39
Japan,Timothy Gross,Urawa Reds,forward,50,69
Philippines,Charles Skinner,Dynamic Herb Cebu,defender,58,51
South Africa,Jordan Barry,Cape Town City,goalkeeper,65,-41
Djibouti,Tony Dominguez,AS Boreh,defender,59,59
Oman,John Parker,Al Nasr,defender,56,30
Liechtenstein,Robert Rojas,Balzers,goalkeeper,53,-68
Slovenia,Michelle Solis,Koper,midfielder,47,64
Malta,Kevin Deleon,Hibernians,midfielder,60,98
Chad,Ryan Rhodes,Tourbillon FC,defender,63,59
Japan,Jamie Pearson,Kawasaki Frontale,defender,50,30
Kenya,Janet Gonzalez,Tusker,forward,66,61
Mauritius,Carrie Braun,Quatre Bornes,forward,55,19
Haiti,Amanda White,Don Bosco,midfielder,41,71
Bahamas,Lisa Rivera,United FC,defender,60,36
Cambodia,Diana Ellis,Boeung Ket,goalkeeper,44,-58
Belarus,Rebekah Hickman,BATE Borisov,defender,55,55
Spain,Brent Thompson,Atletico Madrid,forward,60,23
Portugal,Rebecca Miller,Famalicao,goalkeeper,55,-30
Senegal,Linda Moore,US Goree,goalkeeper,58,-36
Senegal,Emily Brown,Diambars,goalkeeper,72,-54
Myanmar,John Peterson,Ayeyawady United,defender,85,72
Bhutan,Robert Lopez,Druk United,defender,65,43
Cape Verde,Leslie Thomas,Fogo 1876,midfielder,53,53
Belgium,Latoya Boone,Antwerp,forward,59,43
Austria,David Juarez,Red Bull Salzburg,defender,57,56
Myanmar,Pam Holt,Rakhine United,midfielder,64,49
Italy,Michael Hines,AC Milan,forward,66,43
Bangladesh,George Rios,Brothers Union,defender,73,31
Iraq,Mallory Rodriguez,Naft Al-Wasat,goalkeeper,72,-39
Montenegro,Courtney Caldwell,Sutjeska,defender,56,68
Serbia,Ashley Welch,Partizan,forward,72,14
Djibouti,Luis Whitehead,AS Port,goalkeeper,63,-24
Qatar,Michael Lopez,Al Gharafa,defender,74,30
Tanzania,Alyssa Jackson,Namungo,forward,57,38
Canada,Suzanne Nguyen,CF Montreal,midfielder,54,22
Panama,Gina Robinson,Atletico Chiriqui,midfielder,44,37
Malta,Felicia Jenkins,Birkirkara,forward,44,61
Malaysia,Kimberly Gregory,Selangor,midfielder,85,45
Djibouti,Julie Bridges,AS Boreh,forward,86,64
Georgia,Dave Cole,Dinamo Tbilisi,forward,78,50
Croatia,Kenneth Anderson,Hajduk Split,midfielder,54,52
Czech Republic,Joseph Rios,Slavia Prague,forward,90,15
Niger,Scott Jackson,Olympic Niamey,forward,61,33
Barbados,Mark Blevins,Brittons Hill,forward,85,69
Brunei,Martha Smith,MS ABDB,midfielder,46,89
Switzerland,Alyssa Hancock,Luzern,defender,59,43
South Sudan,Steven Bautista,Al Merreikh Juba,midfielder,46,7
Syria,Denise Floyd,Al Karamah,forward,63,52
United Kingdom,Heather Collins,Arsenal,midfielder,60,21
Mexico,Christian Willis,Monterrey,defender,61,10
Azerbaijan,Jennifer Blevins,Gabala,goalkeeper,71,-63
Turkmenistan,Renee White,Altyn Asyr,midfielder,50,49
Guyana,Gina Baker,Western Tigers,goalkeeper,72,-67
Mozambique,Manuel Ball,UD Songo,goalkeeper,64,-41
Colombia,Anna Duarte,Once Caldas,forward,36,59
Liberia,Maria Saunders,Watanga,goalkeeper,65,-37
Comoros,Elizabeth Moore,US Zilimadjou,defender,52,38
Estonia,Bobby Conrad,Paide Linnameeskond,defender,53,37
Venezuela,Charles Duncan,Metropolitanos,forward,54,43
Namibia,Crystal Jenkins,Tura Magic,defender,63,82
Jamaica,Victoria Lynn,Portmore United,forward,51,52
Sudan,Dr. Amanda Jones,Al Amal Atbara,defender,67,64
Bhutan,Karen Perez,Ugyen Academy,midfielder,70,57
Italy,Jennifer Hughes,Napoli,defender,73,41
Austria,Gregory Taylor,Red Bull Salzburg,midfielder,65,54
Uruguay,Cathy Mcdaniel,Boston River,midfielder,55,31
Liechtenstein,Sarah Woods,Triesenberg,forward,55,29
Ecuador,Sheena Henry,Barcelona SC,midfielder,52,39
Marshall Islands,Mary Guerrero,Ebeye United,defender,74,42
Senegal,Kathy Garcia,Diambars,defender,80,37
Jamaica,Sheryl Sullivan,Mount Pleasant,forward,86,55
Fiji,David Esparza,Ba FC,midfielder,64,73
Yemen,Stephanie Johnston,Al Tadamon,midfielder,54,44
Spain,Stephanie Walker,Barcelona,midfielder,56,1
Cyprus,Steven Smith,APOEL,midfielder,51,31
Senegal,Edward Fletcher,Generation Foot,defender,67,62
Togo,Virginia Sheppard,Kotoko,midfielder,50,86
Montenegro,Troy Harris,Mornar,forward,51,30
Bolivia,Heather Harvey,Always Ready,goalkeeper,50,-105
Greece,Jay Miller,OFI Crete,forward,67,33
Chile,Mary Greer,Union Espanola,defender,56,84
Suriname,Stephanie White,Robinhood,midfielder,54,48
Algeria,Mrs. Melissa Washington,MC Oran,goalkeeper,61,-52
Brazil,Joseph Curtis,Gremio,defender,55,53
Equatorial Guinea,Brian Salinas,Atletico Semu,goalkeeper,65,-1
Bosnia and Herzegovina,Jason Gray,Zeljeznicar,forward,47,67
Liberia,Robert Bolton,Monrovia Club Breweries,midfielder,47,46
France,Jessica Jackson,Marseille,goalkeeper,60,-66
Botswana,Stephanie Parsons,Security Systems,midfielder,65,61
Bahrain,John Kelly,Al-Najma,defender,88,55
Rwanda,Gwendolyn Hodges,Police,defender,48,8
Saint Lucia,Tiffany Welch,Micoud,midfielder,49,83
New Zealand,Jill Phillips,Hawke's Bay United,midfielder,55,12
Afghanistan,Margaret Davis,Kabul United,goalkeeper,77,-42
Benin,Katie Sanchez,Buffles du Borgou,defender,65,59
Mozambique,Heather Harvey,Liga Muculmana,goalkeeper,68,-76
Tunisia,Jordan Graham,CA Bizertin,midfielder,49,34
Suriname,Erika Henderson,Transvaal,forward,58,1
Lebanon,Mckenzie Hart,Al Ahed,forward,57,16
Mongolia,Veronica Neal,Khoromkhon,goalkeeper,77,-15
Oman,Cody Martin DVM,Al Nahda,defender,46,22
Botswana,Amber Willis,Orapa United,forward,65,45
Tanzania,Tim Davis,Azam,forward,59,34
Tajikistan,Jerry Carter,CSKA Pamir,goalkeeper,64,-83
Czech Republic,Aimee Lee,Jablonec,defender,58,72
Syria,Jennifer Black,Al Futowa,defender,57,115
Eswatini,Tony Waller,Manzini Wanderers,forward,57,33
Estonia,Heidi Mcintosh,Kuressaare,defender,53,25
Uzbekistan,Patricia Mata,Navbahor,goalkeeper,45,-43
Paraguay,Brianna French,Guarani,forward,52,48
Micronesia,Anna Schmidt,Chuuk,defender,56,61
Vietnam,Linda Mendez,Hai Phong,goalkeeper,55,-66
Argentina,Christopher Lozano,Independiente,goalkeeper,70,-68
Solomon Islands,Paul Sanders,Solomon Warriors,defender,50,36
Bulgaria,Russell Zamora,Botev Plovdiv,defender,49,55
India,William Bell,ATK Mohun Bagan,midfielder,70,40
Saint Kitts and Nevis,Carlos Kim,Village Superstars,midfielder,76,69
Pakistan,Maria Johnson,Pakistan Air Force,goalkeeper,66,-38
Malaysia,Arthur Phillips PhD,Sabah,defender,46,52
Haiti,Heather Martin,Racing Club Haitien,midfielder,48,57
Yemen,Brandon Sherman,Al Ahli Sanaa,goalkeeper,76,-64
Eritrea,Valerie Morrow,Asmara Brewery,forward,67,20
Lithuania,Rebecca Harper,Panevezys,defender,68,50
Haiti,James Phillips,Cavaly,midfielder,45,33
Tuvalu,Alex Mitchell,Funafuti,goalkeeper,64,-73
Bhutan,Michael Harris,Druk United,forward,59,16
Finland,Brian Wagner,KuPS,forward,48,50
Belize,Brenda Myers,Verdes FC,midfielder,56,51
Senegal,George Harris,Teungueth,midfielder,64,87
North Macedonia,Amanda Black,Sileks,forward,63,78
Saint Kitts and Nevis,Nathan Jimenez,St. Paul's United,goalkeeper,71,-49
Dominican Republic,Philip Lawrence,Cibao FC,defender,46,54
Tanzania,Jack Chen,Young Africans,midfielder,41,51
Cambodia,Krystal Green,Visakha,defender,43,10
Tonga,David Barrera,Tupou College,goalkeeper,59,-54
Estonia,Sarah Jarvis,Nomme Kalju,forward,57,100
United Arab Emirates,David Riley,Al Wahda,forward,53,73
Mongolia,Thomas Wilson,Athletic 220,defender,61,77
Luxembourg,Paul Booth,Racing FC,defender,41,55
New Zealand,Antonio Lawrence,Eastern Suburbs,midfielder,58,45
Saint Kitts and Nevis,Christina Smith,Conaree FC,goalkeeper,68,-40
Montenegro,William Jackson,Mornar,forward,60,49
Serbia,Gregory Allen,Red Star Belgrade,goalkeeper,64,-45
Bosnia and Herzegovina,Andrew Stone,Borac Banja Luka,midfielder,55,51
Nepal,Susan Joseph,Jawalakhel,forward,59,65
Germany,Andrew Lin,Wolfsburg,goalkeeper,40,-61
Zimbabwe,Richard Ross,CAPS United,midfielder,62,39
Madagascar,Jeffrey Fox,Fosa Juniors,midfielder,52,37
Cape Verde,Michael Singleton,Batuque FC,midfielder,73,43
Gambia,Cynthia Fuller,Brikama United,defender,71,40
Zambia,James Meyers,Nkana,goalkeeper,50,-59
Rwanda,Frank Stephens,APR,defender,37,74
Tuvalu,Todd Graham,Manu Laeva,goalkeeper,84,-50
Kazakhstan,Thomas Lucas,Kairat,goalkeeper,79,-38
Sweden,Jennifer Combs,Djurgarden,defender,63,7
Ukraine,Andrew Copeland,Vorskla Poltava,goalkeeper,54,-39
Malta,Kenneth Perry,Sliema Wanderers,midfielder,48,21
Canada,Jennifer Ellis,Toronto FC,midfielder,32,47
Korea (North),Tonya Martin,Pyongyang City,forward,57,20
Togo,Jonathan Adams,Semassi,defender,64,16
Monaco,Joseph Collins,AS Monaco,midfielder,69,59
Tunisia,Melissa Oneill,Club Africain,goalkeeper,52,-93
Lebanon,James Berry,Al Ansar,defender,47,81
Tanzania,Karen Diaz,Young Africans,defender,53,35
Fiji,Olivia Sanders,Labasa FC,goalkeeper,37,-55
Vietnam,Lee Owen,Hong Linh Ha Tinh,defender,52,39
Qatar,Jeremy James,Al Rayyan,defender,63,56
Canada,Benjamin Nguyen,Vancouver Whitecaps,forward,63,36
Albania,James Strickland,Partizani Tirana,midfielder,63,90
Germany,Jennifer Bradley,RB Leipzig,forward,58,45
Ecuador,Rebecca Rodriguez,Universidad Catolica,goalkeeper,68,-57
Dominican Republic,Charles Clark,Moca FC,forward,66,22
Oman,Steven Herrera,Al Oruba,goalkeeper,55,-25
Haiti,Travis Stephenson,Arcahaie,midfielder,51,79
Monaco,Christina Johnson,Fontvieille,goalkeeper,60,-37
Saint Vincent and the Grenadines,Frank Jones,System 3,midfielder,60,38
El Salvador,Corey Figueroa,Jocoro,goalkeeper,55,-57
Andorra,Tiffany Roach,Penya Encarnada,forward,42,28
Denmark,Tami Bright,Aarhus GF,defender,52,62
Cyprus,Carol Morgan,AEK Larnaca,goalkeeper,56,-45
Djibouti,Michael Stewart,AS Ali Sabieh,goalkeeper,73,-103
Sierra Leone,Michael Walker,Kallon,defender,33,14
Denmark,Gregory Rivera,Randers,midfielder,61,58
Tanzania,Carrie Salinas,Azam,defender,60,101
Vietnam,Richard Miller,Thanh Hoa,forward,35,56
Tonga,Michael Smith,Lotoha'apai,defender,68,65
Angola,Rhonda Nicholson,Petro de Luanda,defender,52,44
Hungary,Brittany Garcia,Puskas Akademia,defender,61,96
Mali,Emily Walker,Onze Createurs,forward,81,93
Australia,Scott Reed,Sydney FC,defender,64,12
Trinidad and Tobago,Steven Peters,Police FC,forward,61,57
Eritrea,Reginald Villarreal,Denden FC,midfielder,75,45
Sri Lanka,Benjamin Moore,Blue Star,midfielder,60,37
Ghana,Kenneth Parker,Medeama,goalkeeper,65,-54
Cameroon,Andrew Bailey,Cotonsport,defender,71,22
Botswana,Bradley Carter,Gaborone United,defender,55,53
Hungary,Carl Nelson,Fehervar,defender,77,24
Ethiopia,Bethany Winters,St. George,defender,73,10
Malawi,Steve Hill,Blue Eagles,forward,50,44
Kyrgyzstan,James Church,Alay Osh,goalkeeper,59,-60
Vanuatu,Amy Tate,Erakor Golden Star,midfielder,71,1
Spain,Jennifer Silva,Real Madrid,defender,59,58
Italy,Kristi Moore,AC Milan,goalkeeper,67,-50
Micronesia,Bianca Sherman,Ulithi,forward,69,43
El Salvador,Robert Rivera,Alianza,defender,76,65
Tonga,Charles Shea,Kolofo'ou,defender,69,50
South Africa,Jennifer Warren,SuperSport United,goalkeeper,48,-72
India,Sarah Garcia,Mumbai City,midfielder,65,78
Korea (South),Andrew Evans,Ulsan Hyundai,goalkeeper,66,-66
Senegal,Mitchell Jackson MD,ASC Linguere,forward,68,1
Maldives,Michelle Soto,United Victory,goalkeeper,65,-31
Panama,Jamie Steele,Arabe Unido,midfielder,61,17
Senegal,David Jones,Diambars,midfielder,70,58
Lebanon,Mr. Joshua Hayes DVM,Safa,midfielder,71,70
United States,Stephanie Price,Philadelphia Union,forward,46,41
Namibia,Mark Gardner,Blue Waters,midfielder,54,87
United Arab Emirates,Nathan Ramos,Al Nasr,defender,66,1
Uzbekistan,John Knight,Bunyodkor,goalkeeper,39,-57
Colombia,Mr. Jamie Taylor,America de Cali,forward,64,55
Oman,Jonathan Cruz,Sohar,goalkeeper,57,-25
Nigeria,Tiffany Johnson,Plateau United,goalkeeper,43,-60
Comoros,William Harrison,Steal Nouvel,defender,51,58
Haiti,Mr. Wesley Bailey DDS,Violette,midfielder,65,32
Kiribati,James Case,Kuria,goalkeeper,63,-71
Algeria,Anna Boyd,JS Kabylie,midfielder,62,71
Portugal,Daniel Day,Benfica,goalkeeper,62,-39
Turkmenistan,Mr. Justin Cole DVM,Shagadam,defender,40,43
Turkey,Katie Sanders,Basaksehir,goalkeeper,68,-47
Saint Lucia,Brandon Mcgee,Northern United,forward,54,86
Zambia,James Davis,Green Buffaloes,midfielder,57,93
Latvia,James Mccullough,Spartaks Jurmala,forward,51,22
Nepal,John Williams,Three Star Club,midfielder,37,19
San Marino,Juan Woodard,La Fiorita,forward,57,65
Uruguay,Heather Henderson,Cerro,midfielder,67,24
Cyprus,David Bond,AEL Limassol,defender,85,30
Argentina,Matthew Chavez,Racing Club,forward,67,48
Latvia,Jack Chandler,Metta,forward,51,63
Ethiopia,Dominic Shaw,Adama City,midfielder,53,58
Lesotho,Tracy Martin,LDF,goalkeeper,78,-52
Cameroon,Susan Bailey,Stade Renard,defender,56,92
Philippines,Anthony Miller,United City,defender,47,46
Sri Lanka,Brandon Rich,Solid,midfielder,56,38
Indonesia,James Sanchez,Persija Jakarta,forward,65,75
Timor-Leste,Riley Gomez,Académica,goalkeeper,57,-95
Kiribati,Gregory Ramirez,Bairiki,forward,57,60
Cameroon,Jamie Palmer,Avion Academy,forward,69,72
Mauritius,Patricia Peters,Flacq United,midfielder,49,94
Angola,Carrie Farmer,Academica do Lobito,defender,68,55
Guyana,Jack Moss,GDF,forward,83,39
Korea (South),Brian Davis,Pohang Steelers,midfielder,55,73
Panama,Daniel George,Alianza,defender,64,39
Armenia,David Evans,Pyunik,goalkeeper,52,-79
Andorra,Mary Hernandez,UE Sant Julia,defender,27,15
Belize,Hector Woods,Belmopan Bandits,defender,59,50
Colombia,David King,Millonarios,goalkeeper,78,-34
Latvia,Richard Mclaughlin,Ventspils,midfielder,77,48
Colombia,Joanne Massey,America de Cali,midfielder,47,46
Uzbekistan,James Underwood,Lokomotiv Tashkent,goalkeeper,69,-57
Samoa,Paul Patterson,Kiwi FC,goalkeeper,64,-38
Tunisia,Robin Wilson,CS Sfaxien,defender,58,76
Namibia,David James,Black Africa,midfielder,70,24
Djibouti,Robin Vaughn,AS Port,defender,59,24
Turkey,Gary Marquez,Antalyaspor,defender,63,76
Solomon Islands,Wendy White,Central Coast,midfielder,53,43
Fiji,Sheila Knight,Suva FC,forward,69,50
Botswana,Sarah Forbes,BDF XI,forward,68,65
Belgium,Rebecca Stevenson,Anderlecht,forward,67,51
Bahamas,Melissa Lee,Western Warriors,midfielder,54,110
Mali,Mrs. Maria Phillips,Djoliba,midfielder,60,20
Marshall Islands,Matthew Jenkins,Utrik FC,defender,51,66
Netherlands,James Richardson,FC Utrecht,forward,75,67
Indonesia,Madison Oliver,Persib Bandung,defender,41,36
Eritrea,Amy Reed,Adulis Club,midfielder,57,62
Azerbaijan,Adrian King,Qarabag,goalkeeper,44,-79
Mali,Jordan Wright,AS Bakaridjan,midfielder,70,29
United Kingdom,Jennifer Blanchard,Liverpool,goalkeeper,73,-90
Maldives,Karen Cruz,Valencia,defender,68,30
Malta,Kelly Hunt,Gzira United,midfielder,53,2
Sweden,Laura Powell,IFK Goteborg,defender,54,60
Belgium,Wesley Huffman,Anderlecht,defender,41,19
Austria,Aaron Cox,Rapid Wien,goalkeeper,74,-49
Estonia,Kaitlyn Wright,Tammeka Tartu,goalkeeper,71,-40
Kuwait,Jose Hood,Kazma,forward,86,27
Tunisia,Edward Fox,Esperance,midfielder,57,35
Trinidad and Tobago,Jennifer Bell,San Juan Jabloteh,defender,53,70
Mozambique,Kenneth Mcdonald,Liga Muculmana,goalkeeper,70,-1
Tonga,Marisa Hoffman,Ngele'ia,goalkeeper,75,-61
Ukraine,Andres Brennan,Dynamo Kyiv,midfielder,58,52
Suriname,Jason Rodriguez,Transvaal,defender,41,41
Algeria,Daniel Bartlett,USM Alger,goalkeeper,56,-46
Saint Vincent and the Grenadines,Chelsea Clark,System 3,goalkeeper,58,-56
Venezuela,Lori Mccann,Zamora,midfielder,60,66
Suriname,Catherine West,Inter Moengotapoe,forward,40,50
Antigua and Barbuda,Ronald Murray,Grenades FC,goalkeeper,58,-43
Latvia,Linda Lee,Ventspils,goalkeeper,74,-60
Japan,Diane Gomez,FC Tokyo,forward,72,65
Guinea,Robert Perez,AS Kaloum,defender,67,15
Ghana,Pam Aguilar,Asante Kotoko,forward,55,19
Panama,Mrs. Jaime Cook DDS,Plaza Amador,midfielder,35,37
Kenya,Robert Murphy,AFC Leopards,forward,60,47
Hungary,Robert Dickerson,Ujpest,goalkeeper,59,-59
South Sudan,Mr. Albert Melton,Al Salam Wau,midfielder,69,63
France,Michael Adkins,Monaco,defender,34,54
Australia,Douglas Bradley,Western Sydney,forward,56,5
United States,Cynthia Meyer,Columbus Crew,defender,78,20
Bahamas,Christopher Sanders,Nassau United,goalkeeper,54,-29
North Macedonia,Eugene Gray,Struga,defender,51,25
Yemen,Jared Baker,Al Wehda Sanaa,midfielder,62,52
Uruguay,Lisa Giles,Boston River,forward,54,71
Andorra,Mike Black,Atletic Escaldes,defender,61,70
Oman,Nicholas Mendoza,Al Nasr,goalkeeper,39,-2
Vietnam,Terry Bishop MD,Thanh Hoa,midfielder,81,24
Albania,Melissa Thomas,Dinamo Tirana,midfielder,61,49
Marshall Islands,Jaime Scott,Jaluit FC,midfielder,64,51
Laos,Allison Gibbs,Chanthabouly,defender,63,68
Romania,Michael Franklin,Sepsi,forward,53,49
Samoa,Pamela Patterson,Moataa,forward,39,47
Japan,Derrick Hill,Kawasaki Frontale,midfielder,47,54
Moldova,Crystal Martin,Dinamo-Auto,goalkeeper,43,-76
Botswana,Christina Mcdonald,Security Systems,defender,60,70
Dominican Republic,April Brown,Delfines del Este,midfielder,64,15
Ireland,Michael Newton,St Patrick's Athletic,forward,61,34
Bolivia,Sarah Casey,Bolivar,midfielder,54,34
Saint Lucia,Brian Williams,Anse La Raye,forward,59,74
United Arab Emirates,Faith Shaffer,Al Jazira,midfielder,52,59
Saint Vincent and the Grenadines,Sarah Ortiz,Jebelle,goalkeeper,58,-57
Sri Lanka,Aaron Conner,Renown,forward,39,63
Solomon Islands,Dana Gonzales,Central Coast,goalkeeper,45,-46
Brunei,Anna Watkins,DPMM FC,defender,68,39
Kiribati,Donna Martinez,Tofaga,midfielder,59,51
Dominican Republic,Dawn Crane,Cibao FC,defender,55,1
Lesotho,Michele Barber,LMPS,goalkeeper,59,-63
Libya,Catherine Anthony,Al Tahaddy,goalkeeper,53,-40
Zimbabwe,Jasmine Garcia,Manica Diamonds,goalkeeper,60,-31
Tonga,Olivia Gaines,Ngele'ia,forward,57,85
Indonesia,Michelle Anderson,Bali United,goalkeeper,70,-66
Eswatini,Mr. Thomas Mata,Milling Hotspurs,forward,58,79
Namibia,Kelly Fitzgerald,Black Africa,forward,62,43
Colombia,Kenneth Banks,Millonarios,goalkeeper,34,-60
Burkina Faso,Katherine Thompson,ASFA Yennega,goalkeeper,53,-69
Palau,Melanie Brown,Kramers FC,forward,66,68
Kazakhstan,Craig Pearson,Astana,goalkeeper,66,-19
Estonia,Sharon Mccullough,Kuressaare,forward,74,46
Malaysia,Katherine Lawson,Penang,goalkeeper,48,-42
San Marino,Roger Torres,Folgoro,midfielder,54,14
Palau,Eduardo Garrett,Surangel Kings,goalkeeper,57,-34
Maldives,Brianna Morales,TC Sports,midfielder,60,49
Mauritius,Philip Matthews,Pamplemousses,defender,58,85
San Marino,Alec Mcdonald,Pennarossa,forward,51,67
Lebanon,Sara Galloway,Safa,goalkeeper,50,-16
Vietnam,David Roberts PhD,Hoang Anh Gia Lai,midfielder,67,38
Kazakhstan,Kimberly Lewis,Aktobe,defender,58,32
Turkmenistan,Eric Dixon,Shagadam,midfielder,60,75
Croatia,Christie Durham,Gorica,defender,55,46
Papua New Guinea,John Swanson,Madang,defender,66,24
Brazil,Matthew Sherman,Flamengo,defender,72,35
Maldives,Michael Coleman,Club Eagles,goalkeeper,50,-56
Armenia,Gary Foster,Pyunik,defender,66,82
Hungary,Jennifer Miller,Fehervar,midfielder,55,75
Portugal,Jonathan Baker,Braga,forward,61,79
Sweden,Toni Stone,AIK,goalkeeper,58,-56
Burundi,Lawrence Allen,Olympic Star,midfielder,63,75
Iraq,Loretta Wood,Al Shorta,goalkeeper,55,-73
South Sudan,Joseph Watkins,Al Merreikh Juba,forward,78,21
Thailand,Steven Adkins,Port,goalkeeper,67,-66
Indonesia,Justin Brandt,Persib Bandung,forward,61,46
Barbados,Erica Murphy DVM,Brittons Hill,midfielder,60,26
South Sudan,John Morgan,Al Salam Wau,defender,60,71
San Marino,Darin Duncan,Libertas,midfielder,85,56
Thailand,Tracy Carrillo,Port,midfielder,62,56
