Country,Name,Club,Position,Games,Goals
Palau,Tammy Lynch,Lyon FC,goalkeeper,49,-44
Iran,Lee Jordan,Esteghlal,midfielder,50,21
Kyrgyzstan,Travis Torres,Neftchi Kochkor-Ata,midfielder,50,108
Morocco,Oscar Vasquez,AS FAR,forward,69,36
Indonesia,Lauren Howe,Arema FC,midfielder,71,61
Bhutan,Samantha Wood,High Quality FC,forward,64,35
Costa Rica,Elizabeth Underwood,Santos de Guapiles,forward,65,69
Finland,Tammy Gregory,Honka,midfielder,67,50
Saint Kitts and Nevis,Linda Ford,SPD United,defender,57,63
Paraguay,Ethan Sawyer,Nacional,midfielder,60,65
San Marino,Arthur Thomas,Folgoro,midfielder,44,32
Norway,Rebecca Rogers,Viking,midfielder,29,90
Gambia,Wesley Myers,Real de Banjul,midfielder,62,54
Colombia,Sara Patel,Junior,forward,66,52
New Zealand,William Gilbert,Waitakere United,midfielder,74,74
Malawi,Lisa Le,Karonga United,defender,52,42
Trinidad and Tobago,Michael Nelson,La Horquetta Rangers,midfielder,37,47
Rwanda,Jesse Vang,Police,midfielder,53,26
Bahamas,Heather Rodriguez,Nassau United,defender,56,64
Korea (South),David Williams,Daegu FC,defender,57,72
Grenada,Tracy Durham,Queens Park Rangers,goalkeeper,50,-53
Mongolia,Sean Floyd,Deren,goalkeeper,67,-24
Togo,Todd Stewart,Dynamic Togolais,defender,58,57
Malaysia,Jo Lyons,Sabah,goalkeeper,52,-15
Seychelles,David Olson,Foresters,goalkeeper,61,-30
Poland,Sherry Molina,Legia Warsaw,forward,72,80
Saint Vincent and the Grenadines,Hannah Harris,System 3,defender,63,35
Ireland,Michael Santos,Bohemians,forward,60,25
Sierra Leone,Albert Horn,East End Lions,forward,47,23
Eritrea,Teresa Myers,Red Sea FC,goalkeeper,45,-43
Namibia,Jessica Jefferson,African Stars,midfielder,82,90
Bolivia,Jerry Nelson,Nacional Potosi,midfielder,41,13
Tuvalu,Richard Aguilar,Nauti,defender,68,59
Burundi,Adrian Martin,Aigle Noir,forward,47,24
Niger,Zachary Bell,AS GNN,defender,65,56
Kazakhstan,Corey Spencer,Shakhter Karagandy,defender,54,65
Eswatini,Wendy Gates,Royal Leopards,midfielder,56,15
Sierra Leone,Kimberly Lane MD,Kallon,defender,52,19
Saint Lucia,Chris Miller,Micoud,midfielder,40,56
Korea (South),Kyle Wheeler,Jeonbuk Hyundai,goalkeeper,62,-43
Micronesia,Jeffrey Knight,Chuuk,forward,64,10
Cape Verde,Leslie Watts,Fogo 1876,midfielder,81,80
Kiribati,Rachel Jennings PhD,Abaiang,goalkeeper,55,-66
Indonesia,Michael Barrera,Arema FC,forward,68,46
Paraguay,Stephen Patel,Cerro Porteno,goalkeeper,58,-39
Estonia,William Ruiz,Narva Trans,defender,55,49
Dominican Republic,Melissa Taylor,Cibao FC,defender,65,29
Czech Republic,Taylor Smith,Banik Ostrava,midfielder,78,65
Belize,Teresa Larson DDS,Police United,defender,56,13
Yemen,Scott Nichols,Al Tilal,goalkeeper,65,-80
Eritrea,Kristen Garcia,Geza Banda,defender,65,65
Angola,Ashley Quinn,Petro de Luanda,defender,59,90
Benin,Patrick Davis,Requins de l'Atlantique,midfielder,51,11
Chad,Michael Mora,Tourbillon FC,midfielder,70,45
Chad,John Costa,Postel 2000,goalkeeper,62,-80
China,Erica Anderson,Beijing Guoan,midfielder,38,19
Chile,Toni Mullins,Cobresal,goalkeeper,56,-72
Singapore,Kimberly Smith,Tampines Rovers,midfielder,81,16
Malaysia,Brandon Logan,Johor Darul Ta'zim,defender,66,67
Saint Vincent and the Grenadines,Paula Espinoza,Camdonia Chelsea,defender,58,84
Estonia,Travis Ford,Tammeka Tartu,forward,47,29
Iraq,Megan Hunt,Al Najaf,forward,64,64
Turkmenistan,Sarah Fleming,Kopetdag,forward,64,16
Samoa,Marissa Underwood,Togafuafua,forward,61,39
Switzerland,Aaron Ayala,Basel,midfielder,61,47
Latvia,Briana Murphy,Metta,goalkeeper,69,-22
Finland,Scott Beck,HJK Helsinki,forward,58,56
Slovakia,John Johnson,Zemplin Michalovce,midfielder,58,37
Cape Verde,Robert Young,CS Mindelense,defender,55,52
Mauritius,Willie Jackson,Pamplemousses,forward,56,42
Guatemala,Dr. Tiffany Smith,Comunicaciones,midfielder,80,47
Pakistan,Lisa Blevins,Khan Research Laboratories,forward,75,49
Slovenia,Sandra Solis,Koper,defender,69,81
Bahamas,Theresa Medina,Nassau United,goalkeeper,66,-75
Armenia,Clinton Medina,Pyunik,forward,59,42
Bahrain,Chad Stanley,Al-Muharraq,forward,68,35
United Kingdom,Annette Moran,Chelsea,goalkeeper,66,-41
Jamaica,Steven Roman,Cavalier,forward,41,81
New Zealand,Tami Davis,Canterbury United,defender,55,28
Comoros,Jasmine Johnson,Coin Nord,forward,66,48
Dominica,Holly Grimes,Kubuli Strikers,goalkeeper,58,-25
Malta,Michael Blackwell,Hamrun Spartans,forward,57,25
Colombia,Andrew Delacruz,Santa Fe,goalkeeper,49,-66
Poland,David Smith,Lech Poznan,defender,50,54
Cameroon,Gabriela Figueroa,Cotonsport,goalkeeper,70,-60
Latvia,Dwayne Clayton,Metta,midfielder,51,69
Vietnam,Evelyn Garcia,Binh Duong,goalkeeper,60,-23
Dominica,Robert Jones,Bath Estate,defender,52,34
Belize,Alyssa Morgan,Belmopan Bandits,midfielder,57,81
Cameroon,Dr. Cameron Roach,Bamboutos,forward,74,67
Dominican Republic,Kenneth Barry,Atletico Pantoja,defender,68,44
Brazil,Samantha Mclaughlin,Gremio,midfielder,53,61
Belgium,Chad Robinson,Gent,forward,55,18
Georgia,Theresa Hicks,Saburtalo,goalkeeper,58,-56
Guinea,Colleen Bass,AS Kaloum,defender,60,83
Oman,Luis Dyer,Al Nahda,forward,61,50
Romania,Jamie Reynolds,Sepsi,goalkeeper,39,-25
Latvia,Mark Fisher,Daugavpils,midfielder,47,42
Zimbabwe,Katherine Bailey,Dynamos,defender,69,84
Netherlands,Denise Gonzalez,Ajax,forward,45,54
Peru,Christine Sandoval,UTC Cajamarca,defender,53,40
Portugal,Cheryl Woods,Sporting CP,goalkeeper,41,-89
Nepal,Michael Stafford,Friends Club,defender,62,79
Switzerland,Katherine Miller,Young Boys,midfielder,77,56
Albania,Jason Reyes,KF Tirana,forward,64,72
South Africa,Jeffery Clark,Cape Town City,midfielder,55,44
Saudi Arabia,Randy Fleming,Al Shabab,goalkeeper,69,-49
El Salvador,Katherine Campos,Chalatenango,midfielder,60,49
Maldives,James Gallagher,Green Streets,defender,60,83
Brazil,Donna Reese,Atletico Mineiro,defender,53,48
Mozambique,William Wright,Ferroviario Nampula,forward,45,47
Italy,Molly Stewart,Juventus,forward,57,63
Seychelles,Christina Reynolds,La Passe,midfielder,38,13
Rwanda,Jodi Jackson,Bugesera,forward,69,1
Luxembourg,Holly Dougherty,Jeunesse Esch,midfielder,73,25
Sudan,Angela Mcclure,Al Hilal Omdurman,forward,60,53
Qatar,Paul Miller,Al Gharafa,forward,67,56
Mali,Amanda Mcdowell,COB,forward,81,66
Moldova,Laura Gonzales,Zimbru,defender,53,65
Ukraine,Connie Morgan,Dnipro-1,goalkeeper,69,-38
Estonia,Michael Barnett,Nomme Kalju,defender,71,127
Sierra Leone,Dawn May,FC Johansen,goalkeeper,52,-98
Denmark,Kevin Cain,Aarhus GF,forward,63,26
Dominica,Michael White,South East FC,midfielder,38,35
Suriname,Gary Hale,Walking Boyz Company,forward,55,69
Mali,Amber Moyer,COB,forward,64,33
Costa Rica,Jeffrey Scott,Perez Zeledon,forward,66,79
Uzbekistan,Randall Richmond,Metallurg Bekabad,goalkeeper,57,-42
China,William White,Beijing Guoan,forward,57,45
Sao Tome and Principe,Jennifer Robinson,FC Neves,forward,50,50
San Marino,Derek Carroll,Folgoro,goalkeeper,64,-28
China,Patricia York,Beijing Guoan,goalkeeper,49,-61
Georgia,Christy Hurley,Dila Gori,goalkeeper,69,-35
Sao Tome and Principe,Stephanie Schroeder,Alianca Nacional,midfielder,61,58
Lesotho,Noah Davis,Matlama,defender,74,62
Romania,Angela Villa,Rapid Bucuresti,defender,53,35
South Sudan,Mark Jenkins,Kator,midfielder,43,47
Uruguay,Seth Walker,River Plate Montevideo,forward,59,84
Central African Republic,Benjamin Jimenez DDS,Diamant,defender,53,20
Ecuador,Christopher Lewis,Aucas,midfielder,64,39
Brazil,Dr. Jason Francis MD,Palmeiras,defender,55,30
Mexico,Jessica Wright,Pumas UNAM,defender,58,1
Guinea-Bissau,Anita Byrd,FC Cantchungo,forward,56,59
Bahrain,Lynn Gallagher,Al-Hidd,forward,69,64
Myanmar,Levi Martin,Yadanarbon,defender,61,54
Niger,Kyle Hartman,Douanes,goalkeeper,35,-47
Gabon,Maria Shaw,US Bitam,goalkeeper,67,-13
Mongolia,Jessica Williams,Khangui,midfielder,60,42
Iceland,Teresa Greer,Valur,midfielder,55,66
Saudi Arabia,Amy Collins,Al Nassr,forward,77,62
San Marino,Sarah Gutierrez,Libertas,goalkeeper,59,-72
Bolivia,Mr. Donald Jordan,Always Ready,goalkeeper,60,-79
Malawi,Michael Simmons,Blue Eagles,defender,53,35
Chad,James Terry,Gazelle FC,defender,64,18
Israel,David Jackson,Maccabi Netanya,defender,57,58
Ireland,Theodore Mckee,Derry City,forward,72,88
Sweden,Darlene Schroeder,Norrkoping,forward,63,34
Zambia,Denise Olson,Red Arrows,defender,73,84
Iran,Alejandro Anderson,Foolad,goalkeeper,56,-47
Vanuatu,Raymond Grant,Amicale,goalkeeper,64,-42
India,James Oliver,Bengaluru FC,forward,54,42
Cape Verde,Joseph Smith DVM,Fogo 1876,defender,57,88
Cuba,Julia Hudson,FC Cienfuegos,midfielder,58,14
Bosnia and Herzegovina,Frank Freeman,Zeljeznicar,defender,54,54
Iceland,Dr. Samantha Norman,Breidablik,forward,61,60
France,Nichole Evans,Lyon,forward,64,75
Palau,Kevin Atkinson,Lyon FC,goalkeeper,68,-72
Papua New Guinea,William Aguirre,Lae City,midfielder,65,79
Eswatini,Cynthia Avery,Green Mamba,midfielder,68,60
Paraguay,Emily Cox,Guarani,forward,63,43
Finland,Robert Lopez,KuPS,midfielder,40,66
Georgia,Michael Boyd,Dinamo Tbilisi,goalkeeper,56,-68
Tuvalu,David Osborn,Nauti,midfielder,60,61
Thailand,Michael Castillo,Port,defender,55,13
Libya,Wendy Mahoney,Al Hilal,midfielder,57,46
Rwanda,Sheila Watkins,Police,defender,68,43
Pakistan,Mr. Jose Martinez,Pakistan Navy,defender,50,52
Uzbekistan,Anthony Thomas,Lokomotiv Tashkent,defender,56,69
Romania,Elizabeth Fowler,CFR Cluj,forward,54,91
Laos,Patricia Cruz,Lao Toyota,defender,35,27
Guyana,Susan Rodgers,Fruta Conquerors,forward,39,50
Papua New Guinea,Lisa Henson,Morobe Wawens,midfielder,54,83
Greece,Jesse White Jr.,AEK Athens,defender,68,46
Peru,Spencer Jordan,Sport Huancayo,forward,62,47
Congo,Kathleen Potts,AC Leopards,forward,69,50
Iraq,Adam Gray,Naft Al-Wasat,goalkeeper,70,-43
Benin,Andrea Chambers,Dynamo Abomey,defender,51,25
Kyrgyzstan,Patricia Arnold,Abdysh-Ata,defender,66,61
Namibia,Jennifer Black,Civics,forward,51,22
Sierra Leone,Edgar Santiago,Mighty Blackpool,midfielder,71,29
Kuwait,Michael Ward,Al Naser,goalkeeper,66,-15
Switzerland,Jennifer Watson,Zurich,defender,54,41
China,Jessica Walter,Tianjin Jinmen Tiger,goalkeeper,44,-78
Suriname,Jeffrey Snyder,Walking Boyz Company,defender,53,58
Malta,Jimmy Black,Hamrun Spartans,forward,38,90
Namibia,Steven Buck,African Stars,goalkeeper,48,-12
Lebanon,Jason Johnson,Tripoli,forward,61,52
Sao Tome and Principe,Angelica Moore,Trindade,forward,63,61
Moldova,Joshua Lowe,Sheriff Tiraspol,goalkeeper,45,-16
Iraq,Stephanie Silva,Al Shorta,goalkeeper,48,-95
Burundi,Jason Foster,Bujumbura City,goalkeeper,47,-43
Nicaragua,Dwayne Baker,UNAN Managua,goalkeeper,61,-27
Benin,Charlotte Atkins,Ayema FC,goalkeeper,60,-80
Argentina,Robert Allen,San Lorenzo,midfielder,53,24
Honduras,Tina Webster,Victoria,goalkeeper,72,-28
Cape Verde,James Christensen,Vitoria FC,defender,50,29
Malawi,Terry Buck,Red Lions,goalkeeper,61,-100
Oman,Charles Williams,Al Oruba,goalkeeper,48,-36
Spain,Rachel Hill DVM,Villarreal,defender,75,8
South Africa,Patricia Smith,Orlando Pirates,midfielder,59,65
United Arab Emirates,Hannah Scott,Al Wahda,forward,57,82
Benin,Miss Rhonda Wilson,Dynamo Abomey,goalkeeper,77,-15
Russia,Tina Hammond,Lokomotiv Moscow,midfielder,69,77
Cape Verde,Katie Johnson,Sporting Praia,forward,73,61
Ireland,David Lee,Sligo Rovers,midfielder,70,1
Belgium,Sheila Collins,Antwerp,forward,74,39
Kyrgyzstan,Ethan Love,Alay Osh,defender,61,89
Monaco,Crystal Leach,Stade Monégasque,defender,57,30
Ireland,Michael Malone,Derry City,midfielder,46,32
Barbados,Ashley Ortega,Weymouth Wales,forward,59,52
El Salvador,Erik Brown,Chalatenango,forward,51,64
Bangladesh,James Johnson,Mohammedan SC,defender,51,53
Gabon,Tracy Dillon,Stade Mandji,goalkeeper,61,-98
Cape Verde,Katherine Day,CS Mindelense,midfielder,69,6
Djibouti,Aaron White,AS Boreh,forward,58,20
Botswana,Karen Higgins,Township Rollers,defender,52,36
Malaysia,Emma Bryant,Penang,midfielder,48,44
Bulgaria,Timothy Olson,Arda Kardzhali,forward,38,36
Egypt,Fred Campbell,Al Ahly,midfielder,64,1
Paraguay,Courtney Moreno,Libertad,midfielder,45,39
Afghanistan,Alicia Fisher,De Spinghar Bazan,defender,64,40
New Zealand,Diana Brown,Hamilton Wanderers,forward,53,38
Marshall Islands,Barbara Anderson,Utrik FC,goalkeeper,73,-71
Afghanistan,Jeremiah Sawyer,Ariana FC,goalkeeper,69,-88
Nepal,Christopher Chase,Sankata,midfielder,65,58
Pakistan,James Davis,WAPDA,midfielder,69,71
Armenia,Bradley Mejia,Urartu,defender,74,47
Liechtenstein,Lauren Smith,Vaduz,midfielder,55,78
Kazakhstan,Ronnie Williams,Kairat,defender,73,25
Pakistan,Samantha Berger,Pakistan Navy,goalkeeper,56,-35
Eswatini,Cynthia Cobb,Royal Leopards,defender,36,72
Chad,Nathaniel Black,Foullah Edifice,forward,61,22
Saint Kitts and Nevis,Christopher Adams,St. Paul's United,goalkeeper,53,-57
Timor-Leste,Cynthia Morris,Karketu Dili,midfielder,52,73
Philippines,Anne Pruitt,Stallion Laguna,midfielder,55,84
Ethiopia,Carolyn Green,Ethiopian Coffee,goalkeeper,58,-21
Dominican Republic,Jessica Gutierrez,Jarabacoa FC,midfielder,68,48
Germany,Erin English,Bayern Munich,defender,73,27
Dominican Republic,Elizabeth Banks,Cibao FC,midfielder,72,44
Cuba,Denise Long,FC Pinar del Rio,forward,66,49
Ethiopia,Marissa Patel,St. George,midfielder,63,33
Iceland,James Walter,Breidablik,goalkeeper,53,-55
Djibouti,Jorge Lewis,FC Dikhil,midfielder,64,53
Saudi Arabia,Brandon Warren,Al Hilal,goalkeeper,67,-28
Belgium,Nancy Price,Antwerp,defender,66,8
Ukraine,Norma Mason,Dnipro-1,defender,68,53
Denmark,Brian Miller,Aarhus GF,goalkeeper,67,-72
Guinea,Jeffrey Orr,Hafia,defender,55,30
Mongolia,Mariah Johnson,Deren,goalkeeper,58,-50
Latvia,Cynthia Benson,Riga FC,defender,56,65
Guatemala,Claire Robinson,Guastatoya,defender,54,42
Ukraine,Mrs. Jasmine Perez,Shakhtar Donetsk,defender,47,43
Belarus,Kaylee Walters,Dinamo Minsk,midfielder,67,22
Mongolia,Michael Richards,Khangui,forward,53,89
Somalia,Scott Hunter,Jazeera,midfielder,64,47
Palau,Jennifer Evans,Team Friendship,forward,64,52
Lithuania,Charles Griffin,Kauno Zalgiris,midfielder,39,25
Austria,Jeffrey Hickman,Sturm Graz,midfielder,50,94
Pakistan,Dakota Barry,Karachi Port Trust,midfielder,39,53
Trinidad and Tobago,Joyce Carroll,La Horquetta Rangers,defender,44,62
Fiji,Jessica Hill,Rewa FC,forward,77,9
Micronesia,Zachary Wheeler,Weno,defender,68,16
France,Jennifer Farrell,Marseille,defender,53,73
Marshall Islands,Christopher Williams,Jaluit FC,midfielder,76,44
Maldives,Brittany Brown,Green Streets,midfielder,57,46
Ghana,Nathaniel Herman,Ashanti Gold,midfielder,55,64
Serbia,Robert Davis,Vojvodina,defender,40,61
Laos,Erica Barr,Lao Toyota,midfielder,62,37
Turkey,Jose Snyder,Galatasaray,goalkeeper,48,-68
Uruguay,Melissa Stafford,River Plate Montevideo,defender,63,69
Ireland,Diane Roth,Shelbourne,midfielder,85,59
Saint Kitts and Nevis,Kimberly Orr,Village Superstars,midfielder,78,30
Saint Lucia,David Jordan,Gros Islet,midfielder,58,40
Djibouti,Leroy Garcia,CF Garde Republicaine,defender,54,31
Denmark,Robert Powers,Brondby,defender,57,43
Moldova,Linda Hansen,Sheriff Tiraspol,forward,42,50
Sierra Leone,John Allen,Bo Rangers,goalkeeper,66,-55
Nepal,Antonio Lucero,Machhindra,defender,68,81
Luxembourg,Stephanie Jones,Jeunesse Esch,goalkeeper,58,-24
Dominican Republic,Wendy Grant,Cibao FC,defender,56,33
Saint Kitts and Nevis,Zachary Davis,Village Superstars,midfielder,56,82
Australia,Anthony Washington,Brisbane Roar,defender,64,39
Bahrain,Mrs. Margaret Durham,East Riffa,forward,60,28
Portugal,Daniel Nichols,Vitoria Guimaraes,midfielder,51,58
Bolivia,Christina Ruiz,Jorge Wilstermann,defender,64,32
Turkey,Joel Hood,Basaksehir,goalkeeper,68,-60
Finland,Austin Adams,VPS,goalkeeper,43,-6
Pakistan,Michael Key,Sui Southern Gas,forward,51,29
Zambia,Russell Wolfe,Red Arrows,midfielder,47,33
Solomon Islands,Ronald Thompson,Henderson Eels,defender,63,64
Korea (South),Terri Lee,FC Seoul,defender,58,85
Madagascar,Justin Pierce,Fosa Juniors,defender,58,74
United Arab Emirates,Nathan White,Al Nasr,defender,50,43
Barbados,Jeremy Bailey,Silver Sands,forward,55,43
Zimbabwe,Marc Rivas,Chicken Inn,goalkeeper,72,-62
Guinea,Jason Chavez,Horoya,goalkeeper,67,-13
Papua New Guinea,Julie Peck,Madang,midfielder,43,46
Tanzania,Abigail Snyder,Kagera Sugar,forward,61,92
Italy,Carrie Boyer,Juventus,defender,62,35
Oman,Donna Acosta,Dhofar,midfielder,76,74
Kazakhstan,Chelsea Chavez,Astana,goalkeeper,82,-11
Serbia,Eric Moore,Cukaricki,defender,53,38
Germany,Stephen Owens,Borussia Dortmund,defender,74,54
Burkina Faso,Kevin Martin,ASFA Yennega,forward,78,56
Seychelles,Jessica Montoya,Anse Reunion,goalkeeper,53,-36
Russia,Joann Contreras,Spartak Moscow,goalkeeper,59,-65
South Sudan,Evan Barrett,Al Rabita Juba,goalkeeper,66,-1
Cuba,Charles Wright,FC Villa Clara,goalkeeper,59,-77
Tonga,Allen Simpson,Lotoha'apai,midfielder,44,7
Congo,Tracy Strong,Vita Club Mokanda,goalkeeper,54,-57
Greece,Kelly Woods,AEK Athens,midfielder,68,31
Panama,Steven Daniels,Arabe Unido,midfielder,71,55
Bosnia and Herzegovina,Andrew Martinez,Radnik Bijeljina,forward,67,60
Turkmenistan,Kim Russell,Merv,goalkeeper,59,-34
Kuwait,Jason Moss,Al Kuwait,defender,59,47
United States,Robin George,Seattle Sounders,goalkeeper,74,-43
Zimbabwe,Robert Warren,Chicken Inn,goalkeeper,70,-107
Mexico,Stephen Rios,Cruz Azul,defender,79,51
Philippines,Sara Dennis,Mendiola,goalkeeper,30,-36
Israel,Jean Harrell,Hapoel Tel Aviv,forward,69,76
Bahrain,Alexander Curry,Al-Riffa,forward,58,51
Trinidad and Tobago,Janice Williams,Police FC,defender,52,75
Hungary,Kevin Webb,Puskas Akademia,midfielder,91,66
Botswana,Robert Black,Extension Gunners,defender,64,58
Saudi Arabia,Keith Howard,Al Fateh,goalkeeper,55,-37
Cuba,Susan Taylor,FC Guantanamo,midfielder,49,65
Sudan,Kyle Aguilar,Al Khartoum,goalkeeper,52,-36
Kuwait,Jacob Stout,Al Arabi,midfielder,48,41
Nicaragua,Derek Mccormick,Walter Ferretti,defender,49,28
San Marino,Margaret Stein,La Fiorita,goalkeeper,48,-70
Mali,Stephanie Johnson,Djoliba,goalkeeper,60,-63
Timor-Leste,Theresa Mendez,DIT FC,midfielder,52,48
Sierra Leone,Mr. Curtis Bennett,Ports Authority,goalkeeper,67,-93
Namibia,Eric Hartman,Black Africa,forward,72,22
Malaysia,Michael Ortega,Kuala Lumpur City,forward,63,74
South Sudan,Brian Burns Jr.,Al Merreikh Juba,goalkeeper,53,-78
Gabon,Jason Nash,AS Pélican,goalkeeper,60,-56
Honduras,Pamela Sanchez,Marathon,defender,85,78
Myanmar,Darrell Edwards,Shan United,midfielder,71,21
Gabon,Madison Mendoza,Missile FC,midfielder,56,24
South Africa,Jennifer Maxwell,Mamelodi Sundowns,goalkeeper,61,-64
Syria,Cory Houston,Al Ittihad Aleppo,forward,84,46
Angola,Renee Byrd,Primeiro de Agosto,midfielder,57,12
Comoros,Sherry Hancock,Etoile d'Or,goalkeeper,60,-72
Yemen,Justin Olson,Al Saqr,goalkeeper,46,-10
Armenia,Tara Lamb,Noah,defender,74,45
Bahrain,Melissa Mosley,Al-Riffa,goalkeeper,74,-52
Kenya,Mary Johnson,AFC Leopards,midfielder,57,53
Uganda,Timothy Gilbert,URA,defender,73,53
Maldives,Bobby Collins,Valencia,forward,71,75
Finland,Mrs. Anita Bruce,HJK Helsinki,defender,57,62
Andorra,Ashley Sampson,Atletic Escaldes,midfielder,62,90
Bangladesh,William Anderson,Abahani Dhaka,goalkeeper,47,-25
Korea (South),Diana Santos,Jeonbuk Hyundai,defender,69,50
Andorra,Janet Ward,UE Sant Julia,forward,55,4
Estonia,Julia Lester,Flora Tallinn,goalkeeper,52,-44
Solomon Islands,David Young,Marist,midfielder,74,112
Panama,Stephen Perez,Alianza,midfielder,51,32
Panama,Sandra Moore,Tauro,defender,53,68
Honduras,Randall Williams,Olimpia,goalkeeper,55,-30
Congo,Kimberly Long,JS Talangai,forward,64,16
Colombia,Stacy Berry,Millonarios,midfielder,60,22
Syria,Gabriel Nunez,Al Wahda,goalkeeper,57,-66
Turkey,Jamie Peterson,Galatasaray,goalkeeper,69,-79
Guatemala,Melissa Martin,Santa Lucia,goalkeeper,92,-40
Afghanistan,Pamela Saunders,Simorgh Alborz,forward,43,32
United States,Sean Mejia,Columbus Crew,goalkeeper,34,-12
Bolivia,Troy Webb,Always Ready,midfielder,68,32
Marshall Islands,Jon Salas,Laura FC,midfielder,61,55
Maldives,Jill Hernandez,United Victory,goalkeeper,62,-22
San Marino,Cynthia Scott,Tre Penne,goalkeeper,60,-29
Russia,Marc Washington,Rostov,defender,61,58
Norway,Andrew Herrera,Rosenborg,midfielder,57,86
Equatorial Guinea,Ryan Jenkins,Dragón FC,goalkeeper,45,-33
Guatemala,Troy Baldwin,Antigua GFC,goalkeeper,49,-54
India,Katherine Cox,Chennaiyin FC,forward,61,45
Turkmenistan,William Ford,Energetik,forward,66,18
Portugal,Hannah Sanchez,Famalicao,goalkeeper,73,-78
Nauru,Joanna Bishop,Yaren,midfielder,57,75
Uzbekistan,Claire Romero,Bunyodkor,midfielder,64,57
Switzerland,Jennifer Jones,Luzern,midfielder,59,50
Thailand,Michael Gilmore,Ratchaburi,forward,55,57
San Marino,Brian Wu,Murata,defender,41,49
Slovakia,Hailey Munoz,DAC Dunajska Streda,forward,62,66
Singapore,Tina Coleman,Geylang International,forward,65,63
Sweden,Frank Harris,Djurgarden,forward,65,79
South Africa,Rachel Mitchell,Orlando Pirates,midfielder,42,52
Ireland,Walter Davidson,Shamrock Rovers,midfielder,59,47
Slovenia,Ellen Bennett,Gorica,goalkeeper,71,-97
Slovakia,Sierra Andrade,Trencin,defender,44,52
Bolivia,Lauren Trujillo,Royal Pari,midfielder,36,39
Nepal,Justin Johnson,Nepal Police Club,forward,74,71
Korea (South),Kimberly Weiss,Pohang Steelers,midfielder,46,20
Montenegro,Kimberly Bishop,Decic,midfielder,78,38
Haiti,Kevin Orozco,Racing Club Haitien,goalkeeper,63,-55
Italy,James Flynn,Napoli,midfielder,48,5
Korea (South),John Smith,Incheon United,goalkeeper,41,-67
Denmark,Steven Mullins Jr.,Brondby,midfielder,69,31
Azerbaijan,Kimberly Stewart,Sumgayit,forward,27,25
Vanuatu,Anne Massey,Shepherds United,goalkeeper,63,-98
Chad,Kevin Martinez,Postel 2000,midfielder,60,74
United Arab Emirates,Emily Williams,Al Ain,midfielder,57,61
Austria,Keith Martinez,Sturm Graz,goalkeeper,66,-41
Rwanda,Danielle Wells,Police,midfielder,55,1
Malawi,Margaret King,Mighty Wanderers,goalkeeper,77,-48
Burkina Faso,Douglas Diaz,Rahimo FC,goalkeeper,58,-38
Panama,Lisa Mccarthy,Tauro,goalkeeper,51,-39
Mongolia,Angel Boyer,Khangui,goalkeeper,45,-48
Chad,Pamela Johns,Renaissance,goalkeeper,46,-37
Paraguay,Kenneth Morrow,Nacional,goalkeeper,63,-100
Bolivia,Sarah Wilson,Royal Pari,goalkeeper,66,-48
United Arab Emirates,Andrea Peters,Baniyas,midfielder,56,74
Montenegro,Aaron Johnson,Sutjeska,forward,75,45
Iraq,Terry Collins,Al Najaf,forward,59,63
Croatia,Kristen Andrews,Rijeka,midfielder,78,51
Finland,Robert Harrison,Ilves,midfielder,69,1
Zambia,Kathleen Holmes,Zesco United,defender,61,48
Micronesia,Thomas Thomas,Kosrae,defender,66,39
Rwanda,Dr. Luis Thomas,Gasogi United,defender,65,27
Niger,Matthew Garcia,Sahel SC,forward,43,43
Trinidad and Tobago,Courtney Wood,Club Sando,midfielder,41,19
Papua New Guinea,Nicholas Cook,Toti City,midfielder,60,37
Kenya,Jamie Crawford,AFC Leopards,goalkeeper,69,-15
Namibia,Curtis Brown,Civics,midfielder,70,97
Central African Republic,John Charles,Anges de Fatima,defender,74,47
Mongolia,Jasmine Rowe,Khangui,midfielder,49,73
Iceland,Patricia Wallace,KR Reykjavik,goalkeeper,54,-52
Bosnia and Herzegovina,Benjamin Meyer,Siroki Brijeg,defender,48,38
Iraq,Dawn Kelly DVM,Al Quwa Al Jawiya,forward,77,73
Nauru,Robert Jackson,Nauru FC,midfielder,50,20
Australia,Sara Higgins,Melbourne City,midfielder,54,17
Monaco,Nicole Moran,Fontvieille,midfielder,40,59
Venezuela,Rita Yates,Mineros de Guayana,goalkeeper,76,-47
Estonia,Daniel Calhoun,Kuressaare,defender,57,20
Panama,Elijah Mathews,Arabe Unido,goalkeeper,56,-37
Maldives,Courtney Golden,Maziya,midfielder,71,54
Barbados,Jeff Keith,Paradise SC,forward,57,82
Maldives,Robert Walker,New Radiant,goalkeeper,41,-54
Croatia,Austin Young,Slaven Belupo,forward,46,94
North Macedonia,Jillian Mora,Shkendija,forward,54,31
Dominican Republic,Kevin Clark,Atletico Pantoja,goalkeeper,56,-50
Bhutan,Logan Rose,Terton FC,defender,61,36
Japan,Krystal Gonzalez,Nagoya Grampus,goalkeeper,68,-45
Sweden,Zachary Thompson,Djurgarden,defender,61,53
Mongolia,Brandon Ray,SP Falcons,defender,40,48
Montenegro,Angela Rollins,Decic,midfielder,61,50
Togo,Maria Watson,Kotoko,forward,67,25
Iran,Carl Gonzales,Sepahan,midfielder,56,37
Singapore,Dr. Michael Thompson,Tampines Rovers,forward,71,36
Albania,Reginald Nelson,KF Tirana,midfielder,62,24
