Country,Name,Club,Position,Games,Goals
Denmark,David Castillo,Randers,forward,67,51
Malaysia,Pamela White PhD,Sabah,goalkeeper,67,-55
Hungary,Matthew Curtis,Ujpest,defender,54,83
France,James Kent,Monaco,midfielder,51,29
Kazakhstan,Scott Palmer,Aktobe,defender,63,51
Ghana,Mark Brown,Aduana Stars,midfielder,48,48
Cyprus,Adam Miller,Apollon Limassol,forward,45,80
Trinidad and Tobago,Stephen Hill,San Juan Jabloteh,goalkeeper,45,-22
Micronesia,Frank King,Yap,midfielder,60,51
Brunei,Angie Evans,Tabuan Muda,defender,64,47
Grenada,Eric Johnson,Fontenoy United,forward,26,73
South Africa,Anna Conner,Stellenbosch,defender,67,72
Georgia,Nicholas Combs,Saburtalo,midfielder,61,61
Togo,William Miller,AS Togo-Port,midfielder,68,16
Israel,Melanie Acosta,Bnei Sakhnin,goalkeeper,78,-80
Vanuatu,Michael Hansen,Ifira Black Bird,defender,66,27
Vanuatu,Amber Fowler,Tupuji Imere,midfielder,49,56
Brazil,Matthew Williams,Corinthians,forward,63,42
Samoa,Martin Collins,Vaivase-tai,goalkeeper,67,-54
Brunei,Jessica Summers,Lun Bawang,midfielder,65,28
Seychelles,Joy Lewis,St Louis Suns United,forward,57,83
Niger,Lisa Bailey,ASFAN,defender,76,88
Comoros,Kathryn Shaw,US Zilimadjou,goalkeeper,61,-52
Malawi,Glenn Hammond,Red Lions,goalkeeper,62,-27
Trinidad and Tobago,Amanda Rios,Police FC,defender,41,50
Iraq,Patrick Torres Jr.,Al Minaa,forward,45,47
Mongolia,Cynthia Tucker,Ulaanbaatar City,forward,57,38
Germany,Joshua Navarro,Wolfsburg,midfielder,71,36
San Marino,Elizabeth Walker,Tre Penne,forward,45,69
Liechtenstein,Donna Hill,Eschen/Mauren,goalkeeper,69,-72
Argentina,John Smith,Boca Juniors,goalkeeper,57,-55
Nigeria,Veronica Ryan,Rivers United,defender,63,57
Gambia,Kathleen Rodriguez,Real de Banjul,goalkeeper,62,-28
Angola,David Valdez,Kabuscorp,goalkeeper,38,-46
Bosnia and Herzegovina,George Bauer,Zeljeznicar,forward,68,55
Madagascar,Emma Lyons,DSA Antananarivo,defender,79,53
New Zealand,Karen Harris,Waitakere United,defender,57,95
Tuvalu,Hannah Pope,Tofaga,defender,64,27
Lesotho,Jamie Mccormick,Lioli,defender,63,55
United Arab Emirates,Sarah Smith,Al Jazira,forward,57,6
Tunisia,Mario Li,CS Sfaxien,goalkeeper,45,-81
Singapore,Mark Oconnell,Lion City Sailors,midfielder,66,83
Tanzania,Deborah Johnson,Biashara United,defender,66,28
Tanzania,Susan Anderson,Simba,midfielder,64,35
Benin,Michael Jackson,Dynamo Abomey,forward,65,31
Cape Verde,Kathryn Randall,Fogo 1876,forward,67,80
Andorra,Marie Flowers,UE Sant Julia,midfielder,69,39
Croatia,Abigail Lopez,Gorica,goalkeeper,64,-15
Chile,Joseph Hardy Jr.,Union Espanola,forward,62,34
Iraq,Jason Trujillo,Al Shorta,midfielder,72,20
Yemen,Kristina Kerr,Al Ahli Sanaa,forward,58,1
Switzerland,David Best,Luzern,goalkeeper,59,-4
Ireland,Jason Wilson,Derry City,defender,61,36
Libya,Justin Smith,Al Akhdar,goalkeeper,73,-35
Cuba,Tamara Buckley,FC La Habana,midfielder,69,91
Palau,Nathan Marshall,Lyon FC,goalkeeper,65,-85
Chile,Brian Villarreal,Colo-Colo,forward,34,78
Angola,Daniel Galvan,Sagrada Esperanca,midfielder,61,96
Vietnam,Jessica Powell,Nam Dinh,midfielder,51,38
Eswatini,Holly Turner,Mbabane Swallows,goalkeeper,46,-1
Hungary,Mary Gray,Puskas Akademia,forward,75,32
Chad,Matthew Porter,Renaissance,goalkeeper,65,-88
Belarus,Peggy Smith,Neman Grodno,goalkeeper,46,-61
Congo,Katrina Pope,Etoile du Congo,forward,47,1
Czech Republic,Christopher King,Bohemians 1905,goalkeeper,46,-83
Maldives,Ms. Jordan Baxter,Valencia,midfielder,73,41
Gambia,Samantha Clark,Real de Banjul,goalkeeper,82,-69
Switzerland,Brenda Lewis,Servette,defender,92,46
Sweden,Vanessa Hamilton,AIK,midfielder,58,85
Jordan,Alexis Benitez,Al Faisaly,forward,69,49
Ukraine,Lindsey Campbell,Vorskla Poltava,midfielder,30,39
Botswana,Antonio Williams,Gaborone United,goalkeeper,52,-63
Seychelles,Kyle Chambers,St Louis Suns United,forward,65,24
Belgium,Jason Holland,Genk,midfielder,46,53
Panama,Sherry Barrett,Alianza,midfielder,69,68
Bahrain,Christopher Ewing,Al-Ahli,defender,65,71
Sri Lanka,Jessica Lopez,Colombo FC,goalkeeper,64,-61
Egypt,David Bradley Jr.,Pyramids FC,goalkeeper,46,-83
Togo,Jacob Keith,Sara Sport,goalkeeper,72,-37
Tajikistan,Lacey Small,Khujand,forward,61,23
Gabon,Randy Stanley,Stade Mandji,goalkeeper,60,-24
Ecuador,Norman Wallace,Universidad Catolica,forward,71,59
Egypt,Kimberly Gonzalez,Al Masry,midfielder,56,49
Malta,Kenneth Garcia,Valletta,forward,55,11
North Macedonia,Troy Kim,Sileks,forward,45,29
Grenada,Jason Fry,Fontenoy United,defender,53,44
Afghanistan,Mary Martin,Kabul United,midfielder,70,22
Iran,Claudia Jordan,Gol Gohar,defender,65,73
Kyrgyzstan,William Lopez,Ilbirs Bishkek,defender,66,60
Romania,William Smith,CFR Cluj,goalkeeper,51,-42
Mongolia,Andrea Zimmerman,Ulaanbaatar City,defender,72,30
Luxembourg,Robin Perez,Progres Niederkorn,forward,58,35
Kuwait,Terry Chavez,Al Kuwait,defender,69,49
New Zealand,Karen Phillips,Eastern Suburbs,forward,69,7
Angola,Jacqueline Sanford,Petro de Luanda,goalkeeper,57,-58
Belize,Douglas Brooks,Bandits Sport,defender,67,12
Malaysia,Philip Drake,Kuala Lumpur City,goalkeeper,46,-55
Armenia,David Evans,Ararat Yerevan,goalkeeper,85,-57
Argentina,Austin Schmitt,San Lorenzo,midfielder,62,61
Ghana,Faith Goodwin,Bechem United,defender,59,78
Estonia,Micheal Herrera,Nomme Kalju,goalkeeper,62,-1
Haiti,Bryan Stewart,Don Bosco,defender,80,21
Vietnam,Mrs. Michele Ford MD,Sai Gon FC,midfielder,78,1
Guinea,Casey Hubbard,Hafia,goalkeeper,48,-89
Dominica,Luis Foster,Harlem United,midfielder,67,37
Italy,Erin Williams,Fiorentina,forward,60,2
Togo,Matthew Torres,Gbikinti,midfielder,55,49
Sudan,Sierra Dixon,Al Merreikh,defender,79,38
Greece,Matthew Gonzales,Panathinaikos,goalkeeper,73,-34
Angola,Henry Perez,Kabuscorp,midfielder,56,19
Kenya,Debra Schultz,Ulinzi Stars,defender,58,56
Senegal,Heather Scott,Diambars,goalkeeper,68,-58
Bulgaria,Stacey Wright,Cherno More,goalkeeper,59,-63
Eritrea,Kim Marshall,Hamasien,midfielder,49,67
United Kingdom,Jennifer Joseph,Manchester United,goalkeeper,62,-72
Haiti,Jose Bruce,Violette,defender,46,54
South Africa,Jennifer Gonzalez,Mamelodi Sundowns,forward,68,51
Malta,Rodney Anderson,Sliema Wanderers,midfielder,66,96
Zimbabwe,Elizabeth Willis,Bulawayo Chiefs,defender,74,62
Monaco,Kyle Orozco,AS Monaco,midfielder,53,62
Philippines,Amanda Thomas,Ceres-Negros,forward,45,61
Mauritania,Manuel Stephenson,ACS Ksar,forward,41,71
Bhutan,Melinda Gomez,Paro FC,defender,56,46
Venezuela,Michelle Smith,Deportivo La Guaira,forward,70,54
Kuwait,Kevin Cruz,Al Arabi,midfielder,47,61
United Kingdom,Michael Goodman,Leicester,forward,59,35
Zimbabwe,Katherine Donovan,Harare City,midfielder,69,25
Tanzania,Stephanie Sanchez,Kagera Sugar,forward,51,28
Lebanon,Tracy Smith,Al Ansar,midfielder,67,86
Burundi,Jacob Walls,Aigle Noir,goalkeeper,46,-34
Solomon Islands,Stephanie Figueroa,Solomon Warriors,midfielder,61,2
Iraq,Greg Wilson,Al Zawraa,defender,62,68
Saint Kitts and Nevis,Jonathan Jones,SPD United,midfielder,81,65
Zimbabwe,Jessica Gonzales,Highlanders,goalkeeper,56,-93
Luxembourg,John Carter,Fola Esch,midfielder,56,1
Colombia,Nicole Donovan,Junior,defender,68,32
Somalia,David Underwood,Midnimo,goalkeeper,68,-63
Iraq,Jamie Moore,Al Talaba,defender,62,22
Germany,Brittany Willis,RB Leipzig,defender,69,48
Sudan,Walter Cervantes,Al Ahly Shendi,goalkeeper,83,-61
Namibia,Zachary Coleman,Unam FC,goalkeeper,55,-47
Mexico,Christopher Vang,Leon,midfielder,50,88
Uruguay,Angela Petersen,Defensor Sporting,goalkeeper,51,-57
Equatorial Guinea,Theodore Woods,Deportivo Unidad,defender,58,28
Jordan,Bonnie Wilson,Al Ramtha,goalkeeper,73,-24
Namibia,Adam Tran,Civics,midfielder,47,57
Guatemala,Jasmine Wilson,Guastatoya,forward,53,40
Senegal,Kelly Bolton DVM,US Goree,goalkeeper,55,-75
Switzerland,Ashley Strickland,Servette,forward,56,56
Thailand,Matthew Johnson,Muangthong United,defender,66,40
Somalia,Russell Dixon,Elman FC,forward,84,8
Eritrea,Jessica Bradford,Red Sea FC,defender,79,10
Georgia,Andrew Carson,Telavi,goalkeeper,63,-40
Estonia,Joy Morales,Paide Linnameeskond,forward,27,71
Canada,Chelsea Reed,Pacific FC,defender,78,6
Panama,Leslie Armstrong,Alianza,forward,62,73
Nicaragua,Devin White,Walter Ferretti,goalkeeper,57,-33
Austria,Tina Johnson,Wolfsberger,forward,71,68
Australia,Kelsey Hernandez,Adelaide United,goalkeeper,72,-45
Chile,Samuel Gonzalez,Colo-Colo,midfielder,55,25
Cambodia,Tara Wheeler,Phnom Penh Crown,goalkeeper,46,-39
Marshall Islands,Anthony Campbell,Jaluit FC,goalkeeper,60,-99
Thailand,Daniel Todd,Nakhon Ratchasima,midfielder,57,8
Bulgaria,Charles Moore,Ludogorets,forward,39,69
Guyana,Carla Hudson,Western Tigers,midfielder,69,32
Nepal,Michelle Smith,Friends Club,goalkeeper,57,-19
Saint Vincent and the Grenadines,Angela Pugh,Camdonia Chelsea,defender,47,27
Mali,Christopher Rush,US Bougouni,midfielder,45,52
Afghanistan,Alyssa Ramirez,Spin Ghar,forward,63,11
Ireland,Rebecca Tanner,St Patrick's Athletic,goalkeeper,50,-33
Paraguay,Michael Smith,Sol de America,forward,41,92
Australia,Laura Potter,Western Sydney,defender,49,65
Iran,Debra Perry,Foolad,goalkeeper,43,-41
Vanuatu,Heidi Armstrong,Tupuji Imere,defender,68,56
Egypt,Sara Norton,Al Masry,forward,51,96
El Salvador,Joseph Morris,Platense,defender,65,49
Armenia,Richard Harris,Alashkert,forward,61,67
Armenia,Robert Macdonald,Ararat Yerevan,forward,69,39
Croatia,Jennifer Hull,Slaven Belupo,goalkeeper,63,-34
Lesotho,Louis White,Linare,midfielder,42,40
Kiribati,Wesley Hughes,Kuria,forward,39,75
Poland,William Harrell,Wisla Krakow,forward,62,33
Australia,Karl Rivers,Sydney FC,forward,68,68
Tajikistan,Michael Kelly,Fayzkand,goalkeeper,55,-65
Belize,Darryl Frey,Verdes FC,defender,70,81
Papua New Guinea,April Salazar,Madang,midfielder,69,1
Congo,Shannon Randolph,JS Talangai,defender,64,46
Oman,Kyle Edwards,Sohar,forward,79,77
Ireland,Gloria Montgomery,Shelbourne,midfielder,59,42
Malaysia,Cathy Schneider,Johor Darul Ta'zim,midfielder,72,59
Vanuatu,Christine Crosby,Amicale,defender,61,40
Peru,Mary Moore DDS,Melgar,defender,73,73
Tonga,Russell Allen,Ha'apai,midfielder,52,23
Costa Rica,Levi Brock,Santos de Guapiles,forward,66,55
Azerbaijan,Mrs. Heather Obrien MD,Neftchi Baku,midfielder,53,66
Russia,Adam Luna,Rostov,defender,57,60
Andorra,James Gonzalez,FC Ordino,goalkeeper,53,-34
Nepal,Lisa Vaughn,Sankata,defender,51,41
Guyana,Catherine Davis,Slingerz FC,forward,49,28
Libya,Darrell Pena,Al Ahly Tripoli,midfielder,52,66
Mauritius,Roberto Jimenez,Pamplemousses,midfielder,50,71
Mauritania,Mikayla Price,ASAC Concorde,goalkeeper,49,-62
Uruguay,Randy Mendoza,Cerro,goalkeeper,48,-9
Niger,Riley Jones,USGN,midfielder,75,62
Ireland,Erik Pena,Shamrock Rovers,forward,70,33
Mozambique,Jonathan Russell,Ferroviario Beira,defender,71,19
Lebanon,Mark Walls,Al Ansar,midfielder,69,7
France,Isabel Farmer,Lyon,defender,53,61
Equatorial Guinea,Paul Walsh,Sony de Ela Nguema,forward,47,112
Venezuela,Amanda Dyer,Portuguesa,goalkeeper,82,-28
San Marino,Cheryl Clark,Folgoro,defender,58,37
Honduras,Lonnie Wood,Platense,defender,65,34
Yemen,Jeremy Arroyo,Al Shula,forward,60,103
Sudan,Kevin Rhodes,Al Merreikh,defender,55,95
Sweden,Laura Mendoza,Norrkoping,goalkeeper,53,-36
Serbia,Andrew George,Red Star Belgrade,midfielder,53,40
Poland,Robert Young,Pogon Szczecin,defender,58,7
Malawi,Monica Jarvis,Nyasa Big Bullets,forward,69,51
Nicaragua,Robert Harris,Managua FC,midfielder,47,33
North Macedonia,Aaron Hall,Struga,goalkeeper,61,-56
Andorra,Jordan Steele,Atletic Escaldes,defender,66,60
Kiribati,Edward Miller,Makin,forward,66,95
Congo,William Rodriguez,Etoile du Congo,defender,53,68
Equatorial Guinea,Jasmine Ochoa,Leones Vegetarianos,defender,66,85
Belgium,Kenneth Webster,Gent,forward,52,55
Lesotho,Timothy Jensen,Matlama,goalkeeper,49,-68
Bolivia,Jesse Bailey,Always Ready,forward,55,58
Italy,Alexander Mccarty,Fiorentina,defender,56,58
Uruguay,Hailey Myers,Boston River,goalkeeper,51,-42
Kenya,Cynthia Morgan,Tusker,midfielder,77,97
Lebanon,Lisa Collins,Al Ahed,forward,89,55
Suriname,Peter Glover,Robinhood,forward,62,50
Chad,Samantha Rosario,Gazelle FC,midfielder,47,38
Fiji,Tom Horne,Suva FC,midfielder,68,18
Paraguay,Adam Barnes,Nacional,midfielder,79,72
Mali,Valerie Franklin,US Bougouni,defender,42,5
Suriname,Darren Armstrong,Transvaal,forward,45,82
Thailand,Mrs. Diana Barnes,Nakhon Ratchasima,forward,68,42
Oman,Karen Wallace,Sohar,defender,58,81
Dominica,Kimberly Page,Dublanc FC,forward,61,56
Poland,Brianna Pierce,Lech Poznan,forward,56,72
Italy,Adam Morton,Lazio,defender,61,21
Bangladesh,David Adkins,Mohammedan SC,forward,60,34
Timor-Leste,Kimberly Morgan,DIT FC,forward,68,33
Ireland,Adam Mason,Dundalk,midfielder,51,57
Kazakhstan,Martin Schmidt,Aktobe,midfielder,53,34
Kyrgyzstan,Megan Casey,Ilbirs Bishkek,midfielder,56,58
Nigeria,Latoya Stafford,Enyimba,goalkeeper,51,-53
Czech Republic,Jennifer Ross,Jablonec,forward,57,28
Bhutan,Joshua Taylor,Thimphu City,midfielder,36,62
Sao Tome and Principe,Pamela Donaldson,Santana,goalkeeper,46,-52
Cape Verde,Patricia Black,Academica do Sal,forward,52,55
Senegal,Frank Yang,Generation Foot,midfielder,56,12
Ukraine,Scott Gomez,Kolos Kovalivka,goalkeeper,72,-38
Nicaragua,Mr. Christopher Pace,Walter Ferretti,goalkeeper,44,-87
Timor-Leste,Wayne Cortez,DIT FC,forward,47,22
Indonesia,Cathy Graham,Arema FC,forward,61,25
Peru,Victoria Parker,Sport Huancayo,defender,56,27
Switzerland,Jennifer Burton,Servette,forward,66,41
Nepal,Tony Diaz,Sankata,forward,66,73
Iraq,Robert Sims,Naft Al-Wasat,forward,63,22
Vietnam,Larry Gutierrez,Thanh Hoa,midfielder,72,28
Lesotho,Christine Goodman,LDF,defender,70,77
Costa Rica,Melissa Landry,Alajuelense,defender,59,43
Thailand,David Torres,BG Pathum United,goalkeeper,63,-14
United Arab Emirates,Lisa Caldwell,Al Nasr,forward,56,38
Tajikistan,Holly Preston,CSKA Pamir,midfielder,68,33
Luxembourg,Elizabeth Fernandez,Racing FC,forward,78,1
Costa Rica,Melissa Campbell,Alajuelense,forward,50,43
Sierra Leone,Stephen Phillips,Ports Authority,midfielder,43,91
Grenada,Mr. Matthew Callahan,St. John's Sports,defender,65,58
Israel,Elizabeth Kim,Hapoel Tel Aviv,defender,43,36
Cape Verde,Crystal Castro,Academica do Sal,midfielder,70,48
Oman,Brad Morales,Al Seeb,midfielder,75,42
Croatia,Zachary Ball,Lokomotiva,goalkeeper,69,-44
Bosnia and Herzegovina,Joseph Ward,Zrinjski Mostar,goalkeeper,67,-85
Moldova,Jennifer Wells,Petrocub,midfielder,68,38
Lithuania,Dawn Lopez,Zalgiris Vilnius,forward,38,46
Italy,Erica Fields,Napoli,defender,77,44
Slovenia,Patricia Harris,Bravo,goalkeeper,59,-67
Lesotho,Edward Peck,LCS,defender,82,39
Lesotho,Mr. Jason Craig,LDF,midfielder,44,33
Samoa,William Glover,Kiwi FC,goalkeeper,61,-47
China,Linda Norman,Beijing Guoan,midfielder,64,83
Marshall Islands,Erin Smith,Utrik FC,defender,68,53
Hungary,Brandy Hamilton,Debrecen,forward,69,42
Cambodia,Sandra Dunlap,ISI Dangkor Senchey,midfielder,52,81
Libya,Melissa Garner,Al Tahaddy,forward,62,75
Hungary,Deanna Anderson,Debrecen,midfielder,78,46
Libya,Marissa Lee,Al Akhdar,defender,37,19
Tanzania,Allen Rangel,Namungo,goalkeeper,47,-27
Malta,Dawn Simon,Hibernians,defender,71,46
Somalia,Kelly Sanchez,Elman FC,defender,67,72
Honduras,Jennifer Aguilar,Platense,goalkeeper,71,-67
Barbados,Connie Powers,UWI Blackbirds,forward,55,62
Australia,Karen Ford,Sydney FC,forward,76,86
Finland,Heather Rivera,Honka,midfielder,43,92
Malaysia,Carol Jackson,Kuala Lumpur City,goalkeeper,76,-84
Argentina,Shawn Moore,Racing Club,defender,39,25
China,Timothy Reed,Shanghai Shenhua,goalkeeper,57,-29
Moldova,Jill Washington,Sfintul Gheorghe,defender,74,36
Indonesia,Francisco Duran,PSM Makassar,forward,64,72
Uganda,Justin Lloyd,Express,midfielder,75,46
Cyprus,Tanya Yu,AEK Larnaca,goalkeeper,68,-39
Dominican Republic,James Peterson,Delfines del Este,forward,34,69
Comoros,Connor Rogers,Etoile d'Or,midfielder,40,83
Equatorial Guinea,Barbara Greer,Leones Vegetarianos,defender,72,12
Congo,Teresa Allen MD,JS Talangai,defender,56,28
Vanuatu,Mr. Adam Diaz,Tafea,midfielder,79,13
Turkmenistan,Christopher Lee,Altyn Asyr,goalkeeper,69,-18
Guinea-Bissau,Jay Rose,UDIB,defender,56,106
Austria,Billy Riddle,Sturm Graz,goalkeeper,56,-10
Hungary,John Mason,Fehervar,midfielder,71,44
Fiji,William Myers,Nadi FC,forward,51,75
Uruguay,Jeff Brown,Defensor Sporting,defender,57,63
Chile,Cynthia Henry,Union Espanola,forward,71,56
Nigeria,Lisa Roy,Plateau United,defender,65,53
Saint Vincent and the Grenadines,Stephanie Riley,Avenues United,defender,70,75
Djibouti,Nicolas Parker,Equipe Nationale,forward,69,86
Cameroon,James Sims,Avion Academy,forward,74,85
South Africa,Arthur Smith,Mamelodi Sundowns,forward,52,1
Korea (North),Frank Avila,Pyongyang City,goalkeeper,49,-72
Portugal,Cheyenne Reyes,Sporting CP,goalkeeper,62,-50
Botswana,Daniel Arnold,Orapa United,defender,59,30
Mozambique,Karen Jacobs,Ferroviario Beira,forward,51,39
Afghanistan,Sheila Townsend,Maiwand FC,goalkeeper,55,-58
China,Brittney Russell,Beijing Guoan,midfielder,52,26
Uganda,Lisa Wong,Vipers,forward,45,7
Estonia,Katherine Jordan,Paide Linnameeskond,forward,50,56
Colombia,Dennis Smith,America de Cali,goalkeeper,66,-34
Yemen,Raymond Santiago,Al Shaab Ibb,forward,54,38
Andorra,Stephen Cohen,FC Santa Coloma,forward,56,59
Brunei,Cody Boyd,Wijaya FC,midfielder,50,66
Trinidad and Tobago,Michael Mullins,La Horquetta Rangers,midfielder,54,47
Pakistan,Suzanne Nelson,Pakistan Army,defender,64,33
Saint Vincent and the Grenadines,Randy Wang,Sion Hill,defender,61,81
Venezuela,Sandra Jones,Mineros de Guayana,defender,85,13
Denmark,Brittany Caldwell,FC Copenhagen,forward,52,87
Nauru,Jose Wolfe,Yaren,forward,64,40
Tonga,Mia Harris,Lotoha'apai,forward,58,20
Croatia,Larry Davenport,Hajduk Split,midfielder,65,58
Antigua and Barbuda,Amy Thompson,Hoppers FC,midfielder,68,78
Italy,Matthew Smith,Lazio,goalkeeper,32,-1
Finland,Kenneth Morton,Ilves,goalkeeper,63,-61
Belize,Daniel Yang,Bandits Sport,forward,70,55
Bolivia,Eric Wiley,Royal Pari,forward,48,50
France,Matthew Ward,Lille,forward,72,63
Guatemala,Pamela Anderson,Antigua GFC,defender,71,39
Nigeria,Jimmy Bates,Enyimba,defender,76,50
Benin,Eric Hartman,Requins de l'Atlantique,midfielder,68,17
Bosnia and Herzegovina,Sandra Lawrence,Radnik Bijeljina,defender,50,43
Eritrea,Jennifer Meyers,Geza Banda,midfielder,47,1
Bhutan,Tony Smith,Ugyen Academy,goalkeeper,66,-75
Zimbabwe,Melissa Morales,Harare City,forward,52,24
Saint Lucia,Jasmine Guerrero,Micoud,forward,52,1
Romania,Sherry Robinson MD,FCSB,midfielder,68,3
Turkey,Mario Rivera,Galatasaray,goalkeeper,61,-49
Zambia,Lori Woodard,Power Dynamos,goalkeeper,51,-42
Palau,Patricia Reyes,Belau Kanu Club,forward,53,80
Hungary,Colin Smith,Ferencvaros,forward,46,58
Djibouti,Jennifer Bernard,AS Arta/Solar7,midfielder,69,24
Cambodia,Michael Gray,Kirivong Sok Sen Chey,forward,52,74
France,Eduardo Hammond,Nice,forward,58,40
Djibouti,Susan Carroll,FC Dikhil,goalkeeper,58,-84
Georgia,Kelly Patel,Samgurali,goalkeeper,66,-21
Lebanon,Evelyn Jones,Safa,forward,49,64
Bulgaria,Shelby Robinson,Lokomotiv Plovdiv,midfielder,65,79
Libya,Hector Cooper,Al Akhdar,forward,66,55
Sao Tome and Principe,Mr. Isaiah Mcdowell,UDRA,goalkeeper,56,-75
Gambia,Sharon Poole,Real de Banjul,defender,54,36
Sao Tome and Principe,Brittany Spencer,Sporting Praia Cruz,defender,35,74
Bosnia and Herzegovina,James Frederick,Radnik Bijeljina,forward,55,27
Andorra,Sophia Carter,UE Sant Julia,goalkeeper,70,-26
Thailand,Michael Clark,Port,goalkeeper,62,-15
Guinea-Bissau,Amanda Pacheco,UDIB,forward,62,45
Cameroon,Todd Leach,Cotonsport,defender,37,52
Poland,Miss Kimberly Anderson MD,Wisla Krakow,midfielder,47,49
Turkmenistan,Jennifer Mcdowell,Shagadam,midfielder,84,7
Senegal,Gene Mcbride,US Goree,forward,67,73
Germany,Samantha Wood,Wolfsburg,forward,85,9
Singapore,David Aguilar,Albirex Niigata (S),defender,77,40
Palau,Kelsey Howard,Team Friendship,forward,78,64
Nepal,Natalie Wade,Nepal Police Club,midfielder,62,42
Peru,Mrs. Sandra Allen MD,Alianza Lima,goalkeeper,60,-50
Indonesia,Christina Roberts,Persib Bandung,defender,68,48
Iceland,Taylor Hammond,KA,forward,63,39
Cyprus,Paul Padilla,Pafos FC,midfielder,77,32
United Kingdom,Jennifer Brown,Liverpool,midfielder,57,66
Norway,Kelly Martinez,Lillestrom,midfielder,70,47
Slovakia,Tyler Edwards,DAC Dunajska Streda,midfielder,37,20
Burkina Faso,Kathryn Sanders,AS SONABEL,midfielder,46,67
Central African Republic,Daniel Powers,Diamant,defender,55,14
Botswana,Dale Powell,Security Systems,goalkeeper,51,-58
Bangladesh,Toni Reyes,Rahmatganj,defender,57,24
Bosnia and Herzegovina,Brenda Reyes,Zrinjski Mostar,forward,78,44
Ireland,Ashley Ellis,Derry City,goalkeeper,69,-25
Seychelles,Carlos Medina,La Passe,forward,57,24
San Marino,Michael Jenkins,Tre Fiori,defender,71,60
Kuwait,Laura Johnson,Al Arabi,forward,53,74
Ireland,Sergio Lewis,Shamrock Rovers,goalkeeper,62,-31
Switzerland,Amanda Williams,St. Gallen,midfielder,60,86
Sweden,Timothy Thomas,Djurgarden,defender,78,43
Gambia,Stephanie Castro,Hawks,defender,46,116
San Marino,Todd Jenkins,La Fiorita,midfielder,59,71
Egypt,Bailey Porter,Ceramica Cleopatra,forward,45,58
Spain,James Whitney,Valencia,goalkeeper,50,-58
Solomon Islands,Miss Sheila Williams,Marist,midfielder,94,60
Ethiopia,Johnathan Potts,Wolaitta Dicha,goalkeeper,67,-81
Brunei,Tyler Trevino,Tabuan Muda,midfielder,68,70
Sweden,Sabrina Cook,Norrkoping,goalkeeper,51,-60
Myanmar,Kevin Webb,Yangon United,midfielder,53,39
Vietnam,John Bennett,Sai Gon FC,forward,81,43
Eritrea,Jessica Leon,Red Sea FC,forward,66,47
Ecuador,Sandra Porter,Aucas,forward,63,47
Azerbaijan,Rebecca Gomez,Neftchi Baku,forward,67,64
Malaysia,Diane Keller,Terengganu,midfielder,66,51
Maldives,Jamie Benson,United Victory,goalkeeper,74,-31
Lebanon,Dustin Clark,Shabab Sahel,goalkeeper,37,-31
Uzbekistan,Melissa Ellis,Navbahor,defender,74,47
Uzbekistan,Randy Carroll,Nasaf,defender,61,32
Afghanistan,Marissa Kramer,Ariana FC,goalkeeper,28,-1
Cameroon,Sierra Brewer,Canon Yaounde,goalkeeper,61,-21
Jordan,Teresa Pitts,Al Wehdat,goalkeeper,75,-39
Dominican Republic,Kevin Smith,Delfines del Este,midfielder,61,28
Ukraine,Joann Munoz,Shakhtar Donetsk,defender,43,15
Paraguay,Karen Wong,Olimpia,goalkeeper,59,-79
United Kingdom,Isaac Moore,Manchester United,defender,67,49
Austria,Jay Griffin,Rapid Wien,defender,57,45
Israel,Todd Green,Maccabi Tel Aviv,forward,69,45
Armenia,Cameron Black,Noah,forward,72,28
Uganda,Thomas Underwood,Express,defender,49,14
Estonia,Alexis Strickland,Tammeka Tartu,forward,54,22
Comoros,Dylan Deleon,US Zilimadjou,goalkeeper,40,-38
Austria,Sharon Simmons,Wolfsberger,forward,68,40
Japan,Jeffrey Garner,Sanfrecce Hiroshima,midfielder,62,35
Angola,Jeffrey Holt,Recreativo do Libolo,goalkeeper,64,-80
South Sudan,Eduardo Davidson,Kator,midfielder,54,45
Liechtenstein,James Reyes,Vaduz,goalkeeper,52,-46
Iran,Alvin Long,Tractor,goalkeeper,59,-58
Netherlands,Stephanie Cherry,FC Utrecht,midfielder,73,53
Botswana,Vanessa Wilson,Mochudi Centre Chiefs,goalkeeper,67,-39
Jordan,Darryl Phillips,Al Salt,goalkeeper,52,-37
Lebanon,John Boyd,Tripoli,defender,55,25
Solomon Islands,Jorge Hicks,Henderson Eels,midfielder,49,71
San Marino,Mary Bradford,Tre Fiori,midfielder,61,81
Djibouti,Donald Willis,AS Port,goalkeeper,55,-82
Argentina,Gregory Johnson,Velez Sarsfield,defender,66,63
Barbados,Alex Brewer,UWI Blackbirds,defender,52,78
Togo,Jonathon Reid Jr.,Dynamic Togolais,midfielder,70,57
Solomon Islands,Christopher Hall,Marist,midfielder,57,84
Singapore,Whitney Glover,Hougang United,defender,59,95
Kazakhstan,Kathryn Williams,Aktobe,forward,87,75
Afghanistan,Lisa Carter,De Spinghar Bazan,forward,49,42
Micronesia,George Ford,Nukuoro,forward,88,24
Argentina,Kathy Rosales,Boca Juniors,forward,53,2
Myanmar,Jonathan Walters,Rakhine United,midfielder,76,35
Chile,Javier Smith,Universidad Catolica,defender,69,59
Mauritius,Raymond Jones,Bolton City,goalkeeper,49,-72
Central African Republic,Eric Allen,Sica Sport,forward,80,73
