Country,Name,Club,Position,Games,Goals
Ireland,Rebecca Barnes,Derry City,midfielder,51,38
Italy,Eric Terry,Fiorentina,midfielder,55,7
Guinea-Bissau,Joseph Gregory,Estrela Negra,midfielder,57,53
Cape Verde,April Gregory,CS Mindelense,forward,56,74
Spain,Alicia Bishop,Atletico Madrid,forward,64,65
Lithuania,Ashley Powell,Banga,forward,46,115
Djibouti,Margaret White,AS Arta/Solar7,midfielder,52,16
Chad,Amy Dixon,Renaissance,forward,56,9
Rwanda,Alexandra Leach,Police,forward,61,104
Montenegro,David Reed,Iskra,forward,46,44
Burkina Faso,Emily Bailey,USFA,defender,65,24
Congo,Karen Sanders,JS Talangai,goalkeeper,75,-34
Argentina,Brooke Brown,Independiente,goalkeeper,57,-60
Guinea-Bissau,Glenn Johnson,Bula FC,defender,37,28
Madagascar,Nicholas Hood,Tia Kitra,midfielder,58,73
Canada,John Ward,CF Montreal,midfielder,37,37
Russia,Jonathan Choi,Zenit,midfielder,67,30
Belgium,Allen Brooks,Club Brugge,midfielder,47,9
Nigeria,Stephanie Duke,Akwa United,goalkeeper,31,-56
Uganda,Steven Cooke,URA,forward,62,44
Croatia,Kimberly Novak,Gorica,goalkeeper,49,-51
Portugal,Jeffrey Shaffer,Famalicao,midfielder,45,68
Philippines,Kristin Cole,Ceres-Negros,forward,58,100
Sri Lanka,Mr. Ryan Turner,Blue Star,defender,58,19
Gabon,Tiffany Simmons,US Bitam,goalkeeper,61,-39
Liberia,Donna Nelson,Monrovia Club Breweries,forward,71,50
Gabon,Stacey Miranda,AS Mangasport,goalkeeper,63,-56
Mauritania,Robert Brewer,ACS Ksar,goalkeeper,73,-23
Bahamas,Brian Reynolds,Baha Juniors,forward,67,25
Libya,Richard Nelson,Al Nasr,midfielder,55,31
San Marino,Angela Cowan,La Fiorita,midfielder,39,75
Guinea,Brendan Davidson,Horoya,forward,69,66
Tunisia,Benjamin Pollard,Etoile du Sahel,midfielder,45,56
Vanuatu,Benjamin Ross MD,Seveners United,midfielder,12,42
Cape Verde,James Neal,CS Mindelense,defender,62,75
Estonia,Timothy Brewer,Narva Trans,forward,72,31
Azerbaijan,Todd Anderson,Gabala,goalkeeper,61,-41
Netherlands,April Wallace,Feyenoord,goalkeeper,70,-54
Uzbekistan,Jose Munoz,Sogdiana,midfielder,54,46
Armenia,Crystal Ramirez,Shirak,midfielder,61,1
Armenia,Christopher Duke,Alashkert,defender,78,31
Egypt,Samantha Ruiz,Pyramids FC,midfielder,59,43
Cape Verde,Nancy Aguilar,CS Mindelense,forward,69,75
Nigeria,Kathy Patrick,Plateau United,forward,81,85
Czech Republic,James Riggs,Viktoria Plzen,defender,48,58
Jordan,Miguel Orr,Al Wehdat,forward,62,68
Kazakhstan,Debra Washington,Tobol,midfielder,79,42
Albania,Cheryl Salazar,Vllaznia,midfielder,64,49
Bahrain,Kim Lawrence,Al-Hidd,goalkeeper,65,-66
China,Teresa Chavez,Beijing Guoan,defender,66,4
Portugal,Tracey White,Famalicao,midfielder,56,7
Nepal,Michelle Fernandez,Manang Marshyangdi,midfielder,50,98
Suriname,Michelle Adams,Robinhood,midfielder,78,78
Congo,Jillian Whitehead,CARA Brazzaville,midfielder,56,46
Brazil,Zachary Pennington,Santos,defender,79,55
Botswana,Regina Kelley,Extension Gunners,defender,45,62
Sri Lanka,George Ibarra,Java Lane,goalkeeper,47,-61
Burkina Faso,Denise Brooks,Etoile Filante,goalkeeper,67,-39
Luxembourg,Melissa Frazier,UNA Strassen,forward,57,62
China,Angela Griffin,Tianjin Jinmen Tiger,midfielder,72,70
Belarus,Brittany Bennett,BATE Borisov,defender,77,45
Belize,Jeffery Hill,Wagiya FC,forward,62,54
Serbia,James Everett,Cukaricki,midfielder,54,53
Cuba,Heidi Wells,FC Pinar del Rio,midfielder,57,39
Georgia,Robert Russell,Torpedo Kutaisi,defender,77,46
Israel,Greg Lane,Beitar Jerusalem,defender,38,57
Guinea,Amy Wallace,Hafia,midfielder,53,58
Costa Rica,Jacqueline Haynes,Deportivo Saprissa,goalkeeper,54,-75
Angola,Kelly Ramirez,Petro de Luanda,defender,66,74
Micronesia,Jennifer Newman,Ulithi,goalkeeper,76,-89
Suriname,Regina Williams,Leo Victor,goalkeeper,53,-65
Maldives,Thomas Greer,New Radiant,forward,44,88
Norway,Erica Rubio,Bodo/Glimt,forward,48,25
Honduras,Denise Taylor,Platense,goalkeeper,81,-40
Costa Rica,David Moore,Santos de Guapiles,forward,71,23
Maldives,Amber Hernandez,Green Streets,midfielder,65,31
Costa Rica,Diamond Miles,Alajuelense,midfielder,59,65
Oman,Michael Golden,Al Suwaiq,forward,56,14
Portugal,Tammy Lewis,Braga,defender,67,1
Ethiopia,Jesse Black,Dire Dawa City,forward,45,65
Korea (South),George Wiggins,FC Seoul,midfielder,38,24
Vanuatu,Pamela Henderson,Amicale,goalkeeper,35,-59
Honduras,Tiffany Parker,Olimpia,defender,62,63
Pakistan,Donna Frost,Sui Southern Gas,goalkeeper,51,-53
Monaco,Ryan Mendoza,AS Monaco,forward,82,34
Brunei,Mary Pierce,Tabuan Muda,goalkeeper,38,-18
Mali,Carly Williamson,Djoliba,forward,80,1
Sri Lanka,Thomas Simpson,Blue Star,goalkeeper,48,-82
Ethiopia,Richard Mack,Wolaitta Dicha,goalkeeper,41,-71
Andorra,Brenda Peterson,Atletic Escaldes,goalkeeper,56,-36
Uganda,Shannon Cooper,Onduparaka,forward,65,45
Vietnam,Benjamin Fry,Hai Phong,defender,66,82
Angola,Morgan Lee,Interclube,midfielder,27,32
Kenya,Pamela Davis,Tusker,forward,58,22
Oman,David Riley,Al Nasr,defender,65,79
Haiti,Felicia Andrews,FICA,defender,41,64
Guyana,William Myers,GDF,goalkeeper,61,-81
Rwanda,Allison Owens,APR,goalkeeper,47,-62
Pakistan,Dr. Shirley Smith MD,Karachi Port Trust,goalkeeper,65,-25
Panama,Jodi Rivera,San Francisco,defender,62,50
Somalia,Lisa Roth,Midnimo,forward,64,59
Italy,Charles Ramirez,Napoli,defender,70,62
Bulgaria,Eric Johnson,Lokomotiv Plovdiv,goalkeeper,51,-28
Congo,Donald Padilla,Inter Club,midfielder,65,60
United Kingdom,Cody Walker,Tottenham,goalkeeper,50,-1
Colombia,Jesus Krueger,America de Cali,goalkeeper,41,-45
Korea (South),Dr. Gina Garcia,FC Seoul,goalkeeper,56,-23
United Arab Emirates,Courtney Cervantes,Shabab Al Ahli,midfielder,64,43
Albania,Maria Parker,Skenderbeu,defender,63,21
Saint Lucia,James Erickson,Northern United,forward,73,13
France,Nicole Burton,Lille,defender,70,74
Costa Rica,Jennifer Jensen,Herediano,forward,39,25
Dominican Republic,Paul Mitchell,Atletico Vega Real,forward,63,49
Guinea,Ronald Myers,Hafia,forward,40,51
Lesotho,Jeffery Lopez,Matlama,forward,46,46
Ecuador,Kelly Mora,Delfin,defender,50,67
Suriname,Lisa Arnold,SNL,forward,58,75
Nicaragua,Robert Patrick,Managua FC,defender,55,2
Angola,Deborah Harrell,Primeiro de Agosto,goalkeeper,50,-35
Turkmenistan,Christopher Mclaughlin,Nebitchi,defender,60,52
Namibia,Jocelyn Bright,Tura Magic,midfielder,60,42
Ecuador,Melissa Barr,Barcelona SC,forward,49,37
Croatia,Daniel Young,Lokomotiva,goalkeeper,65,-62
Israel,Paula Martinez,Beitar Jerusalem,defender,65,8
Malta,Joel Burton,Valletta,goalkeeper,53,-52
Tunisia,Jack Graham,CA Bizertin,forward,76,66
Argentina,Lacey Morrow,Velez Sarsfield,goalkeeper,59,-51
Gabon,Alexander Shea,AS Pélican,defender,60,36
Spain,Michelle Mcpherson,Villarreal,midfielder,67,60
Sri Lanka,Yolanda Nelson,Blue Star,forward,50,30
Eritrea,Ivan Johnston,Geza Banda,midfielder,53,45
Moldova,Matthew Lambert,Petrocub,midfielder,36,55
Dominican Republic,Amanda Kelly,Atletico Pantoja,defender,58,50
Mexico,John Barrera,Monterrey,goalkeeper,68,-1
Syria,Sally Mcguire,Al Jaish,midfielder,70,62
Trinidad and Tobago,Christopher Gonzalez,La Horquetta Rangers,defender,65,70
Fiji,Rhonda Dixon,Ba FC,midfielder,53,61
Madagascar,Cindy Berry,Ajesaia,midfielder,56,29
India,Russell Martin,Bengaluru FC,midfielder,52,85
Bosnia and Herzegovina,Jennifer Caldwell,Velez Mostar,goalkeeper,76,-15
Brazil,Kristi Bell,Atletico Mineiro,forward,51,28
Micronesia,Adrian Meadows,Pohnpei,defender,67,57
Honduras,Laurie Johnson,Marathon,forward,42,56
Burundi,Anthony Peterson,Olympic Star,defender,67,25
Ukraine,Nicole Hernandez,Vorskla Poltava,defender,83,37
El Salvador,Jessica Jones,Jocoro,defender,60,23
Chile,Kenneth Rogers,Union Espanola,midfielder,55,113
El Salvador,Jacob Kelley,FAS,goalkeeper,76,-72
Azerbaijan,Anthony Morris Jr.,Zira,midfielder,55,100
Antigua and Barbuda,Megan Zavala,Five Islands FC,goalkeeper,46,-57
Barbados,Justin Mcgrath,Weymouth Wales,forward,55,32
China,Brittany Wong,Guangzhou FC,defender,80,30
Andorra,Christopher Mitchell,Atletic Escaldes,defender,67,68
Bahrain,Christy Collins,Al-Hidd,goalkeeper,75,-101
Samoa,Shaun Gomez,Moataa,forward,66,30
Uruguay,Victor Griffin,River Plate Montevideo,forward,66,26
Philippines,Jonathan Simmons,Stallion Laguna,forward,60,66
Antigua and Barbuda,Jamie Cox,Hoppers FC,goalkeeper,55,-53
Somalia,Melissa White,Midnimo,forward,48,28
Venezuela,Antonio Chen,Aragua,forward,58,9
Sudan,George Brown,Hay Al Wadi,forward,82,55
Germany,Evelyn Allen,RB Leipzig,defender,56,34
Italy,Jessica Goodwin,Lazio,midfielder,75,100
Niger,Scott Padilla,Sahel SC,midfielder,57,24
Germany,Thomas Hodges,Bayer Leverkusen,goalkeeper,70,-18
Fiji,Hailey Miller DVM,Rewa FC,forward,61,81
Angola,Kara Flores,Academica do Lobito,goalkeeper,51,-47
Mozambique,Steven Dominguez,Costa do Sol,forward,79,45
Germany,Larry Matthews,Bayern Munich,goalkeeper,43,-90
Ireland,Kimberly Wong,Derry City,forward,55,76
Nauru,Michael Scott,Boe,midfielder,61,37
Mauritania,Michael Black,ASAC Concorde,forward,65,57
Latvia,John Hernandez,Riga FC,goalkeeper,58,-54
Cuba,Lindsay Mccann,FC Santiago,forward,55,60
Belgium,Brittany Garrett,Club Brugge,midfielder,62,80
Suriname,James Perry,Robinhood,midfielder,78,93
Kuwait,Samantha Vega,Al Salmiya,forward,64,61
Hungary,James Chan,Ujpest,defender,57,80
Uruguay,Lee Robinson,Nacional,midfielder,61,93
Tuvalu,Jason Reynolds,Nauti,goalkeeper,75,-74
Zambia,Andres Burns,Forest Rangers,forward,70,42
Bahrain,Mary Burton DVM,Al-Ahli,midfielder,46,45
Saint Lucia,Ross Levine,VSADC,forward,73,20
Saint Vincent and the Grenadines,Larry Rice,Camdonia Chelsea,goalkeeper,50,-14
Mauritania,Frank Weaver,Kaedi,goalkeeper,66,-56
Canada,Jessica Curry,Toronto FC,forward,64,28
Jamaica,Heather Murphy MD,Arnett Gardens,defender,49,17
Brazil,Matthew Wilson,Gremio,forward,67,40
Morocco,Joseph Brown,AS FAR,goalkeeper,67,-56
Laos,Jose Stanley,Vientiane FC,defender,60,27
Argentina,Sarah Moore,River Plate,forward,56,52
Costa Rica,Ronald Austin,Alajuelense,midfielder,80,87
Nepal,James Miller,Friends Club,goalkeeper,60,-101
Namibia,Jeffery Thomas,Civics,defender,55,48
Angola,Gabrielle Roberts,Interclube,defender,65,65
Madagascar,Kayla Kennedy,AS Adema,goalkeeper,45,-34
Mauritius,Edward Gay,Petite Riviere Noire,forward,68,69
Angola,Laura Cisneros,Sagrada Esperanca,forward,60,67
Cameroon,William Lee,Union Douala,forward,53,59
South Africa,Amy Hill,Orlando Pirates,forward,66,45
Benin,Julie Blair,Requins de l'Atlantique,goalkeeper,37,-65
Paraguay,Michael Harmon,Guarani,goalkeeper,55,-97
Georgia,Ryan Jenkins,Torpedo Kutaisi,defender,51,49
Iceland,Evan Davies,Valur,midfielder,48,19
Syria,Charles Thompson,Al Ittihad Aleppo,defender,84,24
Sierra Leone,Joe Hampton,Kallon,forward,63,65
Armenia,Erik Herrera,Shirak,forward,53,47
Solomon Islands,Nathan Kemp,Laugu United,midfielder,50,73
Brazil,Wanda Smith,Santos,goalkeeper,44,-53
Lebanon,Pamela Davis,Shabab Sahel,midfielder,46,92
Brazil,Stacey Smith,Atletico Mineiro,defender,55,8
Germany,Lisa Levine,Bayer Leverkusen,defender,49,33
Bolivia,Andrea Taylor,Jorge Wilstermann,forward,80,34
Serbia,Gary Stewart,Partizan,midfielder,57,70
Tunisia,James Smith,CS Sfaxien,defender,59,71
Liberia,Karen Hogan,Monrovia Club Breweries,goalkeeper,51,-77
Uruguay,Cynthia Ho,Boston River,goalkeeper,66,-64
Antigua and Barbuda,Thomas Harris,Empire FC,forward,47,48
Monaco,Susan Chavez,Stade Monégasque,forward,46,45
Pakistan,Steven Hill,Karachi Port Trust,midfielder,61,31
Cyprus,Steven Tran,Omonia,goalkeeper,69,-98
Myanmar,Jennifer Nichols,ISPE,goalkeeper,56,-1
Singapore,Manuel Clark,Balestier Khalsa,goalkeeper,69,-41
Uganda,Tara Marsh,KCCA,goalkeeper,57,-16
Suriname,Kathryn Riley,Transvaal,forward,69,66
Andorra,Andrew Shaw,FC Santa Coloma,midfielder,68,37
Montenegro,Chelsea Pittman,Iskra,goalkeeper,72,-41
New Zealand,Taylor Navarro,Auckland City,midfielder,73,54
Poland,Taylor Walker,Lech Poznan,forward,33,46
Bahamas,Jeremy Sanchez,Freeport FC,forward,57,52
Iran,Michael Hill,Mes Rafsanjan,midfielder,77,67
Honduras,Charles Perry,Motagua,midfielder,51,53
Rwanda,Jeffrey Ramirez,Rayon Sports,forward,52,12
Brunei,Joseph Benson,Wijaya FC,forward,64,49
United States,Wendy Vazquez,Atlanta United,defender,72,87
Mexico,Karen Barrett,Pumas UNAM,midfielder,77,38
Somalia,James Cooper,Elman FC,midfielder,55,65
South Sudan,Jennifer Tyler,Al Hilal Wau,forward,60,47
United States,Jimmy Baker,New York City FC,goalkeeper,71,-99
Gabon,Nicholas Brown,Cercle Mbéri Sportif,midfielder,55,35
Thailand,Devon Rodriguez,Nakhon Ratchasima,forward,58,52
Nepal,Derrick Simmons,Manang Marshyangdi,defender,64,18
Djibouti,Amber Moon,AS Arta/Solar7,midfielder,61,49
Algeria,Kimberly Coleman,MC Oran,midfielder,60,61
Laos,Vernon Reyes,Lao Toyota,defender,47,10
Eritrea,Kari Berry,Hamasien,forward,66,50
Uruguay,Kurt Wallace,Defensor Sporting,forward,58,48
Israel,Jennifer Wilson,Hapoel Tel Aviv,defender,47,65
Burundi,Aaron Robinson,Flambeau du Centre,defender,56,30
El Salvador,Corey Barnes MD,Aguila,midfielder,49,81
Latvia,Mary Simpson,Riga FC,forward,53,43
Burkina Faso,Jason Marquez,Etoile Filante,forward,75,19
Ghana,Lisa Smith,Medeama,goalkeeper,59,-55
Congo,Blake Torres,CARA Brazzaville,midfielder,58,71
Zimbabwe,Gregory Bruce,Triangle United,midfielder,69,26
India,John Casey,Hyderabad FC,forward,52,57
Cape Verde,Cynthia Cruz,CS Mindelense,forward,62,24
Dominican Republic,Alyssa Collins,Barcelona Atletico,midfielder,66,60
Chad,Andrew Harris,Foullah Edifice,goalkeeper,62,-88
Dominican Republic,Angela Peterson,Delfines del Este,goalkeeper,64,-27
Suriname,Deanna Walter,Notch,defender,63,49
United Kingdom,Robert Robinson,Manchester United,forward,75,66
Somalia,Jerome Gray,Horseed,forward,63,32
Nepal,Sarah Allen,Nepal Police Club,goalkeeper,73,-55
Lithuania,Patricia Miranda,Riteriai,midfielder,50,77
Mauritania,Monica Rodriguez,FC Tevragh Zeina,midfielder,66,67
Jordan,John Williams,Shabab Al Ordon,midfielder,58,63
Cuba,Sonia Peterson,FC Villa Clara,midfielder,70,80
Angola,Ana Cruz,Academica do Lobito,midfielder,63,64
Zambia,Andrea King,Zesco United,forward,69,44
Solomon Islands,Alex Garcia,Real Kakamora,forward,54,47
Italy,Andrea Hoffman,Inter Milan,forward,84,37
New Zealand,Linda Baker,Auckland City,defender,58,54
Burkina Faso,David James,Salitas FC,defender,64,30
Vanuatu,Jonathan Singh,Ifira Black Bird,defender,49,58
Philippines,Jennifer Green,Stallion Laguna,midfielder,41,11
Bangladesh,Douglas Jones,Abahani Dhaka,defender,75,54
Angola,Deborah Brown,Interclube,forward,67,16
Albania,Jennifer Smith,Dinamo Tirana,goalkeeper,56,-47
Estonia,Adam Smith,Tammeka Tartu,midfielder,73,85
Egypt,Alejandro Lopez,Al Masry,goalkeeper,64,-66
Serbia,Jean Allen,Mladost Lucani,goalkeeper,52,-24
Central African Republic,Terri Townsend,Diamant,midfielder,71,68
Syria,Seth Cantrell,Al Futowa,forward,43,38
Saint Lucia,Amy Patel,Canaries,forward,65,46
South Sudan,Karen Alvarado,Atlabara,forward,52,44
Honduras,Leslie Novak,UPNFM,defender,61,52
Cape Verde,Thomas Green,Derby FC,goalkeeper,77,-68
Dominican Republic,Gail Nichols,Moca FC,defender,57,92
Peru,Evelyn Davidson,Alianza Lima,goalkeeper,74,-71
Denmark,Maria Snyder,Nordsjaelland,midfielder,62,38
Burkina Faso,Christina White,USFA,defender,66,54
Samoa,Gary Gonzalez,Vaipuna,forward,73,19
Angola,Elizabeth Davis,Primeiro de Agosto,forward,90,50
United States,Kyle Payne,Columbus Crew,forward,44,33
Namibia,Robert Walker,Blue Waters,midfielder,47,64
Solomon Islands,Erika Allen,Henderson Eels,goalkeeper,71,-73
China,Nicole Robles,Shandong Taishan,goalkeeper,79,-60
Kuwait,Billy Mason,Al Salmiya,forward,67,29
Armenia,Sarah Holland,Shirak,midfielder,63,43
Namibia,Roberta Anderson,African Stars,defender,73,63
Niger,Melissa Mendoza,AS GNN,goalkeeper,60,-32
Hungary,Ashley Miles,Kisvarda,midfielder,64,54
Barbados,Tina Boyd,Ellerton FC,midfielder,56,43
Iceland,Crystal Bennett,FH,defender,63,30
Jordan,Arthur White,Al Salt,forward,57,23
Ethiopia,Deborah Lawrence,Ethiopian Coffee,defender,52,41
Guinea-Bissau,Michael Walker,UDIB,midfielder,76,93
Georgia,Dustin Durham,Samgurali,midfielder,60,20
Nigeria,Natalie Christensen,Akwa United,midfielder,52,52
Estonia,Joshua Garcia,Narva Trans,goalkeeper,57,-67
Sierra Leone,Eugene Gallegos,Kallon,midfielder,62,27
Switzerland,Kyle Payne,Lugano,defender,50,15
Albania,Derrick Garza,KF Tirana,midfielder,69,81
Germany,Christine Webb,Bayern Munich,defender,64,77
Serbia,Erin Nelson,Mladost Lucani,midfielder,39,47
Germany,Kendra Hamilton,Bayer Leverkusen,midfielder,64,55
Vanuatu,Renee Ellison,Tafea,defender,61,5
Dominican Republic,Paul Soto,Atletico Vega Real,goalkeeper,53,-32
Dominican Republic,Patrick Roy,Cibao FC,goalkeeper,68,-25
Tonga,John Garner,Veitongo,forward,50,52
Tuvalu,Roy Williams,Funafuti,defender,71,87
Nigeria,William Gardner,Lobi Stars,forward,61,35
Mongolia,Michael Calderon,Athletic 220,defender,77,17
Trinidad and Tobago,Jonathan Bowers,Club Sando,midfielder,52,67
Papua New Guinea,Emily Thomas,Madang,midfielder,76,55
Peru,Nicholas Richardson,Melgar,goalkeeper,64,-9
Latvia,Jessica Moss,Ventspils,forward,69,42
Moldova,Trevor Gould,Zimbru,forward,71,52
Trinidad and Tobago,Jeremy Paul II,Point Fortin Civic,midfielder,48,39
Finland,Richard Elliott,KuPS,midfielder,56,80
Indonesia,Zachary Fowler,Madura United,forward,56,72
Portugal,Bradley Mcdonald,Famalicao,defender,36,18
Costa Rica,Ronald Spence,Cartagines,defender,52,75
Liberia,Mitchell Young,Watanga,defender,60,66
Malta,Jasmine Smith,Hamrun Spartans,goalkeeper,63,-29
Bosnia and Herzegovina,David Byrd,Siroki Brijeg,forward,79,79
Marshall Islands,Adrian Jenkins,Utrik FC,forward,51,51
Uruguay,Angela Glass,Defensor Sporting,goalkeeper,54,-38
Mexico,Brittany Welch,Cruz Azul,goalkeeper,44,-48
India,Karen Miller,ATK Mohun Bagan,midfielder,62,54
Russia,Kari Grant,Lokomotiv Moscow,forward,65,28
Bosnia and Herzegovina,Michelle Perry,Zeljeznicar,defender,46,49
Zimbabwe,Patricia Galvan,Highlanders,goalkeeper,59,-69
Kiribati,Juan Mays,Tarawa,midfielder,60,42
China,Sara Boyle,Wuhan Three Towns,goalkeeper,62,-55
Cape Verde,Cesar Elliott,Batuque FC,goalkeeper,54,-39
Honduras,Brooke Nelson,UPNFM,forward,74,83
South Africa,Tiffany Farley,Mamelodi Sundowns,goalkeeper,46,-54
Philippines,Anna Saunders,Mendiola,goalkeeper,66,-21
Sierra Leone,Michael Gould,Mighty Blackpool,midfielder,59,53
Brunei,Christopher Liu,MS ABDB,goalkeeper,70,-15
Moldova,Kevin Kennedy,Petrocub,midfielder,52,31
Afghanistan,Joshua Hernandez,Kabul United,goalkeeper,66,-4
France,Richard Richard,Marseille,goalkeeper,72,-31
Kenya,Lori Murphy,Bandari,defender,74,41
Montenegro,Julie Perez,Rudar,defender,55,48
Slovakia,Megan Harris,Zemplin Michalovce,goalkeeper,51,-70
Mali,Tyrone Schwartz,Onze Createurs,midfielder,57,78
Kuwait,Zachary Jordan,Kazma,midfielder,56,105
Chad,Charles Lopez,AS Moundou,forward,59,42
Australia,David Morris,Perth Glory,midfielder,44,31
Antigua and Barbuda,Tracey Greene,Grenades FC,defender,69,103
Mali,Susan Cooper,Djoliba,forward,60,75
Chad,Christopher Mosley,Foullah Edifice,midfielder,85,55
Argentina,Melissa Johnston,Boca Juniors,forward,54,69
El Salvador,Kristine Garza,Chalatenango,goalkeeper,51,-49
Australia,Tony Gonzales,Sydney FC,forward,68,9
Lebanon,Kelly Harris,Nejmeh,forward,54,84
Colombia,James Alvarez,Junior,midfielder,70,65
Thailand,Christian Freeman,Chonburi,defender,44,63
Uzbekistan,Michael Mclean,Nasaf,goalkeeper,48,-73
Tajikistan,Nathaniel Richardson,CSKA Pamir,defender,65,59
Tunisia,Courtney Boone,Stade Tunisien,goalkeeper,50,-49
France,Mark Faulkner,Nice,midfielder,74,1
Malta,Nicholas Johnston,Hamrun Spartans,goalkeeper,61,-48
Guinea-Bissau,Larry Bailey,Os Balantas,goalkeeper,77,-21
Sri Lanka,Stacy Hodge,Ratnam,goalkeeper,76,-17
Namibia,John Hart,Black Africa,defender,44,69
Russia,Miss Elizabeth Robinson,Zenit,defender,67,52
Andorra,Michael Cox,UE Engordany,goalkeeper,55,-83
Bangladesh,Dawn Baker,Abahani Dhaka,midfielder,44,24
Cameroon,Stacy Guzman,Cotonsport,midfielder,56,64
Indonesia,Michael Porter,Persija Jakarta,defender,59,75
Uzbekistan,James Sullivan,AGMK,midfielder,55,23
Sri Lanka,Tanya Flores,Defenders,defender,59,33
Mozambique,Katherine Allen,UD Songo,midfielder,57,75
Burundi,Tracy Mitchell,Bujumbura City,goalkeeper,81,-1
Cuba,Terri Jones,FC Camaguey,goalkeeper,54,-57
Eswatini,Cody Johnson,Manzini Wanderers,midfielder,47,36
Japan,Mitchell Hall,Urawa Reds,defender,56,48
Turkmenistan,Valerie Garrison,Altyn Asyr,midfielder,64,76
Gambia,Jonathan Howard,Hawks,midfielder,43,19
Moldova,Christine Jones,Petrocub,goalkeeper,67,-47
Iran,Patrick Pratt,Tractor,defender,69,71
China,Jeremy Patel,Shandong Taishan,goalkeeper,78,-81
Guinea,Angela Wu,Satellite FC,goalkeeper,68,-42
Lebanon,Alan Allen,Al Ahed,defender,65,36
Liberia,Kenneth Berry,Watanga,midfielder,64,21
Korea (South),Joseph Wagner,Pohang Steelers,defender,44,31
Malta,Julie Flores,Floriana,defender,66,52
Marshall Islands,Samantha Figueroa,Jaluit FC,midfielder,71,79
Syria,Kyle Blake,Al Ittihad Aleppo,defender,74,30
Syria,Andrea Allen,Al Karamah,defender,61,15
Turkey,Jeanne White,Sivasspor,goalkeeper,63,-24
South Sudan,Christopher Mitchell,Al Merreikh Juba,defender,51,57
United Arab Emirates,Jason Bryant,Shabab Al Ahli,midfielder,54,28
Marshall Islands,Brandon Yoder,Ebeye United,defender,60,56
Korea (South),Jessica Jones,FC Seoul,midfielder,57,48
Dominican Republic,William Griffith,Delfines del Este,forward,70,58
Saudi Arabia,Melissa Reyes,Al Taawoun,goalkeeper,71,-61
Germany,Daniel Cook,Borussia Monchengladbach,defender,43,50
Tajikistan,Douglas Hughes,Regar-TadAZ,defender,66,77
Serbia,Jennifer Henry,Red Star Belgrade,defender,55,43
Uganda,Elizabeth Elliott,KCCA,defender,55,38
Serbia,James Harris,Red Star Belgrade,forward,54,41
Zimbabwe,Anita Lopez,CAPS United,midfielder,46,67
Afghanistan,Benjamin Howard,Spin Ghar,defender,65,37
Fiji,Vincent Ramirez,Navua FC,defender,61,30
Australia,Stanley Johnson,Adelaide United,forward,62,89
France,Ashley Drake,Lille,midfielder,48,76
Switzerland,Tanya Smith,Basel,midfielder,73,55
Ecuador,Matthew Olson,Barcelona SC,forward,40,40
Slovakia,Dr. Tanya Riley,DAC Dunajska Streda,midfielder,52,95
Tonga,Martin Long,Kolofo'ou,forward,50,98
Mali,Keith Carr,COB,midfielder,74,44
Ireland,Shawn Wallace,St Patrick's Athletic,goalkeeper,49,-43
Tajikistan,Susan Schultz,Khujand,forward,79,48
South Africa,Cody Robinson,Cape Town City,goalkeeper,64,-19
South Africa,Jeremy Cox,Mamelodi Sundowns,forward,49,38
Dominican Republic,Monique Burton,Jarabacoa FC,goalkeeper,52,-47
Malta,Keith Sanchez,Birkirkara,midfielder,75,59
Greece,Jeffery Santiago,Aris,forward,70,70
Liberia,Sara Kane,Watanga,forward,70,49
Montenegro,James Delgado,Decic,goalkeeper,67,-37
Gabon,Melissa Parker,Missile FC,defender,53,51
Zambia,Todd Bennett,Green Eagles,midfielder,57,45
Argentina,Gina Wall,Independiente,midfielder,46,66
Bahamas,Janice Johnson,Western Warriors,midfielder,63,86
Poland,Curtis Carlson,Legia Warsaw,goalkeeper,46,-37
Denmark,Nicole Morris,Randers,goalkeeper,69,-29
Seychelles,Donald Thompson II,Foresters,goalkeeper,72,-93
Congo,Patricia Davis,Diables Noirs,goalkeeper,70,-48
Saudi Arabia,Joseph Montoya,Al Nassr,forward,56,36
Burundi,Gregory Sweeney,Kayanza United,defender,73,68
Finland,Dana Williams,Honka,goalkeeper,64,-36
Slovenia,Marie Brock,Olimpija Ljubljana,defender,71,75
Turkmenistan,Robert Rowland,Merv,defender,47,25
Cambodia,Ronald Evans,Visakha,midfielder,55,36
Kenya,Melissa Frey,Kariobangi Sharks,defender,60,51
Comoros,Michelle Mack,Ajax de Hahaya,forward,53,75
Somalia,Jacqueline Saunders,Midnimo,defender,42,62
Serbia,Michelle Rodriguez,Partizan,goalkeeper,48,-51
Seychelles,Daniel Parrish,Anse Reunion,midfielder,48,26
Fiji,Johnny Pearson,Suva FC,defender,65,49
India,Makayla Turner,Bengaluru FC,defender,50,32
Guinea,Joanna Brown,Fello Star,forward,65,25
Palau,Duane Ballard,Bulk Patrol,defender,30,82
Luxembourg,Holly Avery,Fola Esch,midfielder,49,25
Singapore,Joel Cunningham,Tanjong Pagar,defender,54,41
Russia,Meghan Valencia,Dinamo Moscow,goalkeeper,57,-96
Chad,Cheryl Miller,Gazelle FC,defender,59,49
United Arab Emirates,John Evans,Al Wahda,midfielder,47,14
United Kingdom,Mr. James Sanchez,Leicester,forward,49,32
Cyprus,Gail Reilly,APOEL,defender,64,54
