Country,Name,Club,Position,Games,Goals
Bahamas,Laura Hoover,United FC,defender,66,30
Angola,Casey Thompson,Interclube,defender,65,36
Iraq,Taylor Dean,Al Talaba,forward,42,79
Nepal,Makayla Hanson,Sankata,forward,61,26
Togo,Vincent Howell,Dynamic Togolais,defender,84,74
Trinidad and Tobago,Alison Bailey,San Juan Jabloteh,goalkeeper,77,-53
Brazil,Shawn Gomez,Atletico Mineiro,defender,78,21
Andorra,Danny Johnson,Inter Club d'Escaldes,defender,55,44
Saudi Arabia,Debra Hill,Al Taawoun,forward,44,28
Malaysia,Melissa Garrett,Kedah,midfielder,45,60
Jamaica,Tyrone Gutierrez,Cavalier,forward,55,69
Brazil,Mr. James Bennett,Atletico Mineiro,forward,55,43
Congo,Stacey Ballard,Vita Club Mokanda,defender,70,49
Guatemala,Toni Jones,Antigua GFC,midfielder,25,20
Peru,Jose Sharp,Sport Huancayo,goalkeeper,51,-28
Mali,David Newman,AS Bakaridjan,forward,50,1
Seychelles,Caroline Vaughn,St Louis Suns United,midfielder,91,67
Burkina Faso,Makayla Parks,AS SONABEL,goalkeeper,70,-14
Belarus,William Brown,Neman Grodno,forward,41,60
Romania,Ronald Williams,CFR Cluj,goalkeeper,52,-36
Kiribati,Tara Joseph,Betio,goalkeeper,55,-52
Burundi,Evan Ortiz,Musongati FC,defender,53,25
Cyprus,Katherine Anderson,Omonia,defender,57,45
Mauritania,Vicki Copeland,Gendrim,forward,71,44
Australia,James Osborn,Melbourne Victory,defender,47,59
Saudi Arabia,Jason Schultz,Al Ittihad,forward,66,62
Mali,Kathleen Shepard,AS Bakaridjan,goalkeeper,49,-58
Yemen,James Harris,Al Oruba,midfielder,63,72
Serbia,Hannah Aguilar,Vojvodina,forward,87,27
Serbia,April Collins,Spartak Subotica,defender,67,82
Moldova,Heather Yang,Sfintul Gheorghe,forward,67,69
Central African Republic,Pamela Nunez,Faucon Flambeau,goalkeeper,55,-67
Zambia,Michael Jenkins,Zesco United,forward,68,32
Gambia,Angela Wade,Hawks,forward,64,19
Bangladesh,John Sanchez,Abahani Dhaka,defender,75,93
Kuwait,Evelyn Williams,Al Salmiya,defender,78,83
Brunei,Megan Miller,Lun Bawang,forward,69,44
Dominica,Riley Mccoy,Dublanc FC,goalkeeper,56,-55
Togo,Denise Rasmussen,Sara Sport,midfielder,68,39
Chile,Julie Morrison,Colo-Colo,midfielder,74,54
Bosnia and Herzegovina,William Mcintosh,Borac Banja Luka,defender,68,46
Kazakhstan,Morgan Baldwin,Tobol,goalkeeper,66,-67
Moldova,Kaylee Wade,Sheriff Tiraspol,goalkeeper,57,-46
Luxembourg,Tonya Barnett,Jeunesse Esch,defender,65,44
Zimbabwe,Brandon Rojas MD,Dynamos,defender,52,75
Jamaica,Joshua Ho,Harbour View,forward,77,42
Sudan,Keith Clark,Al Merreikh,goalkeeper,49,-34
France,Scott Petersen,Monaco,goalkeeper,39,-51
Eswatini,Rose Rogers DDS,Green Mamba,defender,62,57
Papua New Guinea,Denise Adams,Star Mountain,defender,62,18
Saint Vincent and the Grenadines,Stephanie Carter,Camdonia Chelsea,defender,59,60
Tanzania,Dwayne Vargas,Azam,defender,57,68
Eswatini,Ashley Jackson,Mbabane Swallows,forward,62,10
Korea (North),Gregory Walker,Pyongyang City,midfielder,49,55
Lesotho,Jane Lee,Matlama,forward,66,44
United States,Kathryn Hood,LAFC,forward,67,31
Moldova,Michelle Harris,Petrocub,defender,62,50
Djibouti,Kurt Flores,FC Dikhil,goalkeeper,54,-12
Kiribati,Tiffany Fleming,Tofaga,goalkeeper,53,-83
Afghanistan,Michael Ayers,De Spinghar Bazan,forward,56,72
Nepal,James Bradford,Nepal Police Club,defender,48,40
Ghana,Richard Brown,Medeama,goalkeeper,47,-46
Croatia,Helen Scott,Osijek,goalkeeper,54,-83
Croatia,Katie Adams,Lokomotiva,forward,79,32
Guinea,Michael Cole,Horoya,midfielder,53,15
Indonesia,Julie Walker,Arema FC,forward,76,57
Iraq,Brian Jones,Naft Al-Wasat,defender,56,47
Eswatini,Bryan Greene,Young Buffaloes,defender,60,26
Iraq,Daisy Lin,Al Quwa Al Jawiya,goalkeeper,64,-33
Latvia,Brandon Henry,Spartaks Jurmala,goalkeeper,67,-22
Barbados,Destiny Weaver,Ellerton FC,forward,55,9
Cambodia,Gina Allen,Phnom Penh Crown,goalkeeper,65,-74
Afghanistan,Kathryn Romero,Spin Ghar,defender,64,96
Brazil,Renee Bailey,Gremio,forward,51,30
Haiti,Katherine Gutierrez,FICA,goalkeeper,67,-87
Iraq,Virginia Thomas,Al Talaba,forward,69,71
Belarus,Mr. Brian Hunter,Dinamo Minsk,goalkeeper,75,-35
Czech Republic,Taylor Farmer,Slavia Prague,defender,57,61
Mauritius,Michael Allen,Flacq United,midfielder,68,60
Gabon,Christopher Crawford,Sogea FC,defender,58,80
Uruguay,Sarah Grimes,River Plate Montevideo,forward,64,60
Benin,Michael Davies,Ayema FC,midfielder,59,9
Myanmar,Sydney Bass,Yangon United,forward,83,64
United Arab Emirates,Benjamin Campbell,Baniyas,goalkeeper,71,-51
Timor-Leste,Nicholas Bird,DIT FC,defender,66,44
Bangladesh,Nathan Davis,Mohammedan SC,midfielder,52,105
Cape Verde,Michele Smith,Academica do Sal,forward,49,9
Haiti,Phillip Ortega,Racing Club Haitien,midfielder,50,53
Mexico,Vanessa Castillo,Tigres,midfielder,59,67
Solomon Islands,Keith Morse,Laugu United,defender,62,77
Montenegro,James Smith,Buducnost,forward,65,89
United Kingdom,Adam Clark,Manchester City,defender,53,47
Israel,Tracey Khan,Bnei Sakhnin,goalkeeper,67,-2
Ethiopia,Kenneth Neal,Adama City,forward,66,40
Lebanon,Patrick Hayes,Al Ahed,goalkeeper,41,-1
Grenada,Matthew Hurst,Hurricane FC,midfielder,67,42
Cuba,Amber Pugh,FC La Habana,goalkeeper,60,-51
Australia,Samuel Webster,Brisbane Roar,midfielder,58,11
France,Gabrielle Arellano,Paris Saint-Germain,defender,62,76
Finland,Aaron Gonzalez,Ilves,forward,58,49
Denmark,Scott Allen,Randers,goalkeeper,43,-20
Lebanon,Scott Bennett PhD,Al Ansar,defender,48,46
Dominica,Jay Valdez,Exodus FC,goalkeeper,65,-36
Zambia,William Franklin,Power Dynamos,goalkeeper,71,-49
Rwanda,Margaret Spencer,AS Kigali,midfielder,61,20
Panama,Ryan Hays,Plaza Amador,goalkeeper,74,-43
Palau,Jennifer Rose,Lyon FC,defender,55,34
United Kingdom,Jasmine Cobb,Manchester City,forward,75,53
Nicaragua,Mrs. Linda Hampton,Walter Ferretti,midfielder,60,56
Lesotho,Debra Snyder,LMPS,forward,64,45
Kenya,Robert Johnson,Ulinzi Stars,defender,60,64
Spain,Christopher Matthews,Villarreal,midfielder,80,75
Belarus,Lisa George,Neman Grodno,goalkeeper,74,-44
Burundi,Zachary Roberts,Aigle Noir,forward,75,98
Nigeria,Dr. Anita Gonzales,Enyimba,goalkeeper,52,-73
Czech Republic,Rebecca Gonzalez,Banik Ostrava,forward,55,68
Botswana,John Dougherty,Extension Gunners,forward,56,89
Guinea-Bissau,Karen Ruiz,Sporting Bissau,defender,47,19
Korea (South),Michael Ewing,Pohang Steelers,midfielder,73,64
Syria,Elijah Day,Al Shorta,defender,69,40
Croatia,Kaitlyn Sweeney,Osijek,midfielder,65,72
Kenya,Lindsay Warren,Gor Mahia,goalkeeper,61,-53
Uzbekistan,Justin Graham,Surkhon,forward,55,58
Somalia,Kevin Benitez,Elman FC,goalkeeper,47,-45
Switzerland,Tammy Lee,Zurich,forward,61,40
Rwanda,Steve Ross,AS Kigali,forward,63,1
Central African Republic,Sabrina Meyer,Tempete Mocaf,defender,47,35
Montenegro,Ian White,Iskra,midfielder,59,88
Ethiopia,Elizabeth Bailey,Wolaitta Dicha,midfielder,56,15
Russia,Mary Gay,Lokomotiv Moscow,defender,48,71
Congo,James Taylor,Diables Noirs,forward,60,29
North Macedonia,Bradley Wright,Sileks,midfielder,64,36
Liberia,George Garcia,LISCR,defender,76,20
Egypt,Kimberly Wood,Zamalek,midfielder,61,44
Nauru,Michael Williams,Aiwo,midfielder,61,11
Cambodia,Meghan Watson,ISI Dangkor Senchey,goalkeeper,53,-68
China,Craig Avila,Shanghai Port,midfielder,60,82
Croatia,Cory Mathis,Hajduk Split,forward,48,55
Papua New Guinea,Dawn Daniels,Morobe Wawens,forward,67,21
Czech Republic,Brad Stanton,Sparta Prague,goalkeeper,63,-28
Bahamas,Keith Walker,United FC,forward,67,41
Estonia,Amanda Johnson,Paide Linnameeskond,midfielder,60,54
Guyana,Dennis Zhang,Ann's Grove United,midfielder,62,19
Togo,Jose Shepherd,AS Togo-Port,defender,92,20
Suriname,Shawn Collins,Inter Moengotapoe,forward,64,60
Honduras,Mary Medina,Platense,goalkeeper,59,-14
Iran,Sara Moore,Gol Gohar,goalkeeper,60,-16
Trinidad and Tobago,Scott Wilson,San Juan Jabloteh,midfielder,48,51
Guinea,Mark Clark,Fello Star,midfielder,77,86
Monaco,Carl Williamson,AS Monaco,defender,78,107
New Zealand,Terri Williamson,Canterbury United,forward,46,77
Djibouti,David Moore,AS Ali Sabieh,midfielder,54,61
Russia,Barbara Barrett,Spartak Moscow,defender,35,63
Bahamas,Christina Williams,Freeport FC,midfielder,44,74
Malawi,Mary Smith,Nyasa Big Bullets,goalkeeper,69,-63
Burundi,Sarah Smith,Aigle Noir,defender,55,34
Afghanistan,William Murphy,Spin Ghar,forward,48,36
Tonga,Jeremy Thompson,Navutoka,midfielder,51,36
Antigua and Barbuda,Amy Landry,Five Islands FC,defender,55,22
Mauritania,Michelle Jones,Gendrim,forward,64,37
Guinea-Bissau,Jason Watson,FC Cantchungo,defender,65,59
Andorra,Jeffrey Odonnell,Inter Club d'Escaldes,midfielder,67,63
Switzerland,Angelica Williams,Luzern,goalkeeper,56,-28
Sweden,John Reynolds,IFK Goteborg,forward,55,44
Greece,Erik Hernandez,OFI Crete,forward,47,45
Guatemala,Kimberly Walker,Antigua GFC,midfielder,64,13
Congo,Christine Franklin,AC Leopards,defender,48,45
Sri Lanka,Brittany Campbell,Solid,goalkeeper,40,-64
Yemen,Clinton Holland,Al Shula,goalkeeper,73,-33
Spain,Travis Moore,Real Madrid,midfielder,47,54
Jordan,Lynn Reed,Al Jazeera,forward,45,99
Pakistan,Natalie Munoz,Pakistan Navy,goalkeeper,68,-54
Lithuania,Kara Bryant,Banga,forward,60,27
Benin,Hector Schneider,Ayema FC,defender,58,14
Turkey,James Vazquez,Sivasspor,forward,64,31
Panama,Steven Garner,Atletico Chiriqui,midfielder,60,38
Tuvalu,Brianna Olson,Manu Laeva,defender,67,37
Brunei,Katelyn Vasquez,Wijaya FC,midfielder,71,45
Tanzania,Leslie Reynolds,Biashara United,forward,70,70
Russia,Terri Calderon,CSKA Moscow,midfielder,55,71
Singapore,Megan Kim,Tampines Rovers,forward,71,28
Bosnia and Herzegovina,Cynthia Perry,Borac Banja Luka,defender,66,85
Uganda,William Walker,Express,midfielder,82,77
Botswana,Dylan Rose,Mochudi Centre Chiefs,defender,66,38
Russia,Jenna Hernandez,CSKA Moscow,goalkeeper,47,-22
Bangladesh,Matthew Schmidt,Rahmatganj,midfielder,73,67
Bosnia and Herzegovina,Sheena Hancock,Radnik Bijeljina,forward,31,58
Turkmenistan,Angelica Ellis,Ahal,forward,51,68
Palau,Lisa Phillips,Belau Kanu Club,forward,54,46
Ecuador,Richard Martinez,Barcelona SC,goalkeeper,45,-25
Somalia,Brandi Wood,Elman FC,goalkeeper,61,-25
Namibia,Alan Donaldson,Black Africa,forward,47,46
Vanuatu,Jesus Rasmussen,Tupuji Imere,forward,58,31
India,Brian Soto,ATK Mohun Bagan,goalkeeper,47,-46
Vietnam,Earl Koch,Hanoi FC,forward,68,41
Italy,Daniel Summers,Roma,defender,66,82
Bolivia,Janet Moore,Oriente Petrolero,goalkeeper,48,-71
Germany,Jeffrey Arnold,Bayern Munich,forward,81,34
Belize,Deborah Peters,San Pedro Pirates,goalkeeper,66,-47
Tuvalu,Thomas Bennett,Tofaga,midfielder,55,88
Malta,Dale Zuniga,Sliema Wanderers,midfielder,69,86
Bosnia and Herzegovina,Diane Moreno,Siroki Brijeg,defender,70,82
Algeria,Jasmine Pacheco,CR Belouizdad,forward,78,52
Turkmenistan,Mr. Robert Larsen,Ahal,forward,48,82
Guinea,Jonathan Holt,Satellite FC,goalkeeper,47,-14
Rwanda,Erika Mcmillan,Gasogi United,defender,54,52
San Marino,Sherry Bishop,Libertas,forward,61,26
Serbia,Cassandra Campos,Partizan,midfielder,64,35
Belarus,Jesse Mitchell,Dinamo Minsk,defender,62,46
Philippines,Edward Leblanc PhD,Kaya-Iloilo,goalkeeper,56,-36
Afghanistan,Ryan Barry,De Spinghar Bazan,goalkeeper,51,-52
Saint Lucia,Teresa Gonzalez,Canaries,goalkeeper,53,-71
Tonga,Dr. Melissa Sanchez,Kolofo'ou,forward,54,61
Belgium,Jessica White,Charleroi,goalkeeper,64,-52
United States,Stephanie Rogers,Columbus Crew,goalkeeper,67,-47
Burundi,Jessica Nelson MD,Vital'O,goalkeeper,50,-55
Equatorial Guinea,Teresa Baker,Dragón FC,forward,76,38
Slovenia,Elizabeth Mercado,Olimpija Ljubljana,forward,38,32
Mauritania,Gina Rogers,ASAC Concorde,goalkeeper,65,-52
Moldova,Robert Butler MD,Zimbru,forward,76,32
Finland,Theresa Coleman,SJK,midfielder,57,52
Niger,Nicole Gonzales,ASFAN,midfielder,70,113
Trinidad and Tobago,Catherine Harvey,Defence Force,defender,35,84
Bahamas,Bryan Marshall,Cavalier FC,midfielder,62,87
Somalia,Robert Newman,Banadir,forward,62,5
Lebanon,Kristen Carrillo,Safa,forward,65,71
Slovakia,Jeffrey Johnson,Trencin,goalkeeper,72,-72
Ukraine,John Baker,Rukh Lviv,forward,32,83
China,Travis Matthews,Shandong Taishan,goalkeeper,68,-73
Mozambique,Jennifer Morris,Liga Muculmana,midfielder,62,63
Jamaica,Keith Patterson,Harbour View,goalkeeper,78,-37
Italy,Nicole Bryant,Fiorentina,goalkeeper,55,-34
Algeria,David Liu,JS Kabylie,forward,81,46
Jordan,Rachel Douglas,Al Ramtha,goalkeeper,54,-68
Cambodia,Matthew Park,Phnom Penh Crown,defender,73,37
Singapore,Susan White,Tanjong Pagar,goalkeeper,70,-56
Somalia,Brenda Collins,Gaadiidka,defender,68,52
Zambia,Amanda Fisher,Power Dynamos,forward,38,46
South Sudan,Richard Williams,Al Merreikh Juba,midfielder,59,40
Mozambique,Patrick Manning,Ferroviario Maputo,defender,75,72
Marshall Islands,Michael Sanford,Ebeye United,goalkeeper,53,-46
Palau,Brittany Chang,Bulk Patrol,goalkeeper,89,-41
Togo,Leah Reyes,Kotoko,midfielder,60,30
Ecuador,Kelsey Rodriguez,Emelec,forward,68,51
Nicaragua,Maria Lozano,UNAN Managua,forward,48,54
Seychelles,Cheyenne Owens,Light Stars,midfielder,65,97
Myanmar,Patricia Bass,Yangon United,defender,60,38
Switzerland,William Williams,Servette,forward,65,42
Azerbaijan,Maureen Lin,Sumgayit,goalkeeper,56,-28
Sri Lanka,Jessica Arroyo,Blue Star,goalkeeper,56,-78
Australia,Dustin Schmidt,Melbourne City,forward,67,26
